entity,timestamp,Temperature,TemperatureSpectralScore,SaliencyAnomalyScore,TemperatureFFTScore,TemperatureKmeansScore,MatrixProfileAnomalyScore
MyRoom,2017-10-10 15:36:00,24.25,4.320113567852418,12.951939271169895,12.937604548110588,0.5702653972795824,0.3423265984407288
MyRoom,2017-10-10 15:37:00,24.1875,4.334514538855672,13.477019038971642,13.516920539734711,0.5465435662076323,0.31250000000004546
MyRoom,2017-10-10 15:38:00,24.3125,4.3489155098589265,13.961212306941452,13.96269423950787,0.547622944647936,0.31250000000004546
MyRoom,2017-10-10 15:39:00,24.0625,4.429558913908282,15.153183398390754,15.155984548131576,0.5649075010324589,0.21650635094610965
MyRoom,2017-10-10 15:40:00,24.0625,4.510202317957636,14.555958326016917,14.56630115657982,0.5293209861688941,0.24206145913802227
MyRoom,2017-10-10 15:41:00,24.125,4.590845722006991,14.810236594444468,14.842970515970416,0.5012402480280351,0.25000000000005684
MyRoom,2017-10-10 15:42:00,24.0625,4.671489126056346,13.367257122564425,13.39153736543767,0.42766092807081746,0.2576941016011038
MyRoom,2017-10-10 15:43:00,24.0,4.7521325301057,12.631701499598826,12.63872538365735,0.3933748250135764,0.2576941016011038
MyRoom,2017-10-10 15:44:00,23.9375,4.832775934155055,12.497660534609127,12.544458881125495,0.39410014539295835,0.3125
MyRoom,2017-10-10 15:45:00,23.9375,4.885264523403924,10.877269448337467,10.875742504462277,0.4035159562123723,0.29973947020704494
MyRoom,2017-10-10 15:46:00,24.125,4.937753112652794,11.214321527239976,11.228542981896936,0.43534267745523014,0.2724311839712921
MyRoom,2017-10-10 15:47:00,24.25,4.990241701901663,11.47630334696981,11.490147367276299,0.4549511142323588,0.29973947020704494
MyRoom,2017-10-10 15:48:00,24.1875,5.042730291150532,11.1282831564459,11.12512647828707,0.4609641462366856,0.23385358667337133
MyRoom,2017-10-10 15:49:00,24.0625,5.0952188803994005,11.003055355248874,10.994641465739003,0.4616312902524564,0.1875
MyRoom,2017-10-10 16:00:00,23.9375,5.14770746964827,12.575656894452521,12.578292997788136,0.49998997846903076,0.23385358667337133
MyRoom,2017-10-10 16:01:00,23.9375,5.123330219684362,12.237260472070634,12.227578134827239,0.49576566740511535,0.22534695471649932
MyRoom,2017-10-10 16:02:00,24.0,5.098952969720454,10.047663910021244,10.05665150172844,0.47242072505624794,0.21650635094610965
MyRoom,2017-10-10 16:03:00,24.0625,5.074575719756545,9.277139786497964,9.283834228480606,0.4784673519275641,0.24206145913796356
MyRoom,2017-10-10 16:04:00,24.0625,5.050198469792638,7.127642858680238,7.137053568407342,0.4107103761466309,0.23385358667337133
MyRoom,2017-10-10 16:05:00,23.875,5.02582121982873,5.084769553087847,5.085676472194602,0.31814610528846543,0.24206145913796356
MyRoom,2017-10-10 16:06:00,24.0,5.001443969864821,5.452618359018177,5.4561286325318505,0.29115547450320123,0.24206145913796356
MyRoom,2017-10-10 16:07:00,24.0,5.02066351158842,5.603274167449268,5.609563669663415,0.28890214966415406,0.2651650429449553
MyRoom,2017-10-10 16:08:00,24.0,5.0398830533120185,5.323616555906805,5.329120935611078,0.28691694052858846,1.5245388647063085
MyRoom,2017-10-10 16:09:00,24.0,5.0591025950356165,5.434974919598176,5.427176444953794,0.28207233936887577,1.6594897559189692
MyRoom,2017-10-10 16:10:00,23.875,5.0783221367592155,5.048795105229809,5.067393943875065,0.2554037301752283,1.7230060940112777
MyRoom,2017-10-10 16:11:00,23.8125,5.0975416784828145,4.855607651866614,4.86845939765537,0.2427720971972925,1.7798788582372678
MyRoom,2017-10-10 16:12:00,23.9375,5.1167612202064126,7.363519669114406,7.354570570295142,0.28647097518724335,1.7743836958222987
MyRoom,2017-10-10 16:13:00,23.9375,9.052443038858609,13.030737842092634,13.043326944768129,0.39970157927669003,1.7743836958222987
MyRoom,2017-10-10 16:14:00,23.875,12.988124857510805,190.6731090704587,190.47920366404216,1.450869345730738,1.8434851504690781
MyRoom,2017-10-10 16:15:00,23.9375,16.923806676163,509.80545051861884,510.3128619378979,2.754880262903429,2.0136254616983766
MyRoom,2017-10-10 16:16:00,23.8125,20.859488494815196,811.7817660611756,811.7837992384299,3.792417632525655,2.4454996933142312
MyRoom,2017-10-10 16:17:00,24.125,24.79517031346739,1004.9916726386673,1005.7701605196693,4.51465383498721,2.4717149916606487
MyRoom,2017-10-10 16:18:00,24.25,28.730852132119587,1044.8986081127757,1044.0989972398213,4.7539331377360075,2.4502869729890824
MyRoom,2017-10-10 16:19:00,25.8125,33.450227542749076,1042.82632913592,1042.1773213210672,4.704894571725781,2.3460405473904324
