"ID","DEVICETYPE","DEVICEID","LOGICALINTERFACE_ID","EVENTTYPE","FORMAT","RCV_TIMESTAMP_UTC","UPDATED_UTC","SPEED","TEMPERATURE","HEAD","DEVICE_ID","PUMP_MODE","FLOW","WARN","KW_HOUR","VOLTAGE","ALARM","POWER","CURRENT","TIMESTAMP","VIBRATIONS_XAXIS","ACCEL_SPEED","VIBRATIONS_YAXIS","ACCEL_POWER","RMS_X","RMS_Z","VIBRATIONS_ZAXIS","RMS_Y","VERSION","RUN_QTY","TAG_NUMBER","DESIGN_HEAD","PERF_OPTION","DESIGN_FLOW","PTS","RATED_CURRENT","RATED_SPEED","HARDWARE_VER","PTS_COUNT","SERIAL_NUMBER","FIRMWARE_VER","REATED_POWER","RMSN_X","VIBRATION_N_YAXIS","VIBRATION_N_XAXIS","RMSN_Y","VIBRATION_N_ZAXIS","RMSN_Z","RMS_X_AVG","PWR","HW_VER","DQ","FW_VER"
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.28.21.118000,2020-12-11-09.28.21.000000,,,,"04714B603408",,,,,,,,,"3157302933","[-0.0225,-0.0234,-0.0273,-0.0273,-0.0293,-0.0234,-0.0283,-0.0254,-0.0361,-0.042,-0.0273,-0.0264,-0.0225,-0.0313,-0.0391]","[""0"",""0"",""0"",""0"",""0""]","[-1.041,-1.042,-1.043,-1.042,-1.0352,-1.0449,-1.041,-1.04,-1.0391,-1.043,-1.0518,-1.0625,-1.0459,-1.0459,-1.0615]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030394"",""0.030813"",""0.031222"",""0.031383"",""0.030787""]","[""0.014673"",""0.015077"",""0.013845"",""0.014791"",""0.014782""]","[0.0059,0.002,-0.0039,0.0254,-0.0049,-0.0039,0.0127,0.0029,0.002,0.002,0.002,0.001,0.0186,0.0068,0.0244]","[""1.042727"",""1.042904"",""1.043325"",""1.043242"",""1.042964""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.28.21.117000,2020-12-11-09.28.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030919800000000004,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.30.20.315000,2020-12-11-09.30.20.000000,0.0,45.2,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157303052",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.33.21.164000,2020-12-11-09.33.21.000000,,,,"04714B603408",,,,,,,,,"3157303233","[-0.0264,-0.0313,-0.0313,-0.0381,-0.0273,-0.0293,-0.0176,-0.0273,-0.0205,-0.0342,-0.0283,-0.0342,-0.043,-0.0371,-0.0342]","[""0"",""0"",""0"",""0"",""0""]","[-1.04,-1.041,-1.0352,-1.042,-1.0449,-1.0459,-1.0498,-1.041,-1.0439,-1.043,-1.042,-1.0449,-1.0508,-1.0625,-1.0449]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.031256"",""0.031216"",""0.030986"",""0.031241"",""0.030763""]","[""0.014012"",""0.014298"",""0.014439"",""0.014817"",""0.014449""]","[0.0166,0.0068,0.0156,0.0137,0.0166,0.0273,-0.0146,0.0137,0.0049,0.0068,0.0273,0.0137,0.0225,0.0186,0.0039]","[""1.043240"",""1.043221"",""1.043331"",""1.043402"",""1.042991""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.38.21.115000,2020-12-11-09.38.21.000000,,,,"04714B603408",,,,,,,,,"3157303533","[-0.0293,-0.0391,-0.04,-0.0166,-0.0322,-0.0439,-0.0225,-0.0264,-0.0205,-0.0273,-0.0234,-0.0166,-0.0186,-0.0234,-0.0273]","[""0"",""0"",""0"",""0"",""0""]","[-1.043,-1.043,-1.0322,-1.0586,-1.0439,-1.0566,-1.0508,-1.0498,-1.0469,-1.0381,-1.0449,-1.0391,-1.0381,-1.0469,-1.0332]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030952"",""0.031046"",""0.030872"",""0.031154"",""0.030749""]","[""0.013764"",""0.013971"",""0.014643"",""0.013973"",""0.014503""]","[0.0068,0.001,0.0068,0.0283,0.0059,0.0107,0.0078,0,0.041,0.0166,0.001,0.0068,0,0.0059,0.0107]","[""1.043211"",""1.043196"",""1.042813"",""1.043113"",""1.043074""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.33.21.165000,2020-12-11-09.33.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0310924,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.38.21.116000,2020-12-11-09.38.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0309546,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.40.20.345000,2020-12-11-09.40.20.000000,0.0,45.7,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157303652",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.35.20.235000,2020-12-11-09.35.20.000000,0.0,45.6,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157303352",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.43.21.297000,2020-12-11-09.43.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0309582,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.43.21.297000,2020-12-11-09.43.21.000000,,,,"04714B603408",,,,,,,,,"3157303833","[-0.0371,-0.0322,-0.0313,-0.0303,-0.0244,-0.0293,-0.0273,-0.0332,-0.0332,-0.0322,-0.0391,-0.041,-0.0264,-0.0352,-0.0322]","[""0"",""0"",""0"",""0"",""0""]","[-1.0439,-1.042,-1.0449,-1.04,-1.0449,-1.0361,-1.042,-1.0449,-1.042,-1.04,-1.0322,-1.0459,-1.0332,-1.04,-1.0449]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030824"",""0.030804"",""0.031183"",""0.030977"",""0.031003""]","[""0.013933"",""0.013985"",""0.013883"",""0.014345"",""0.013595""]","[0,0.0088,0.0039,0.0039,-0.0078,0.0078,0.0127,0.0137,0.0166,0.0068,0.0156,0.0195,0.001,0.0098,0.0234]","[""1.043093"",""1.043000"",""1.043077"",""1.043521"",""1.043235""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.45.20.378000,2020-12-11-09.45.20.000000,0.0,45.1,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157303952",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.53.21.105000,2020-12-11-09.53.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0308958,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.48.21.146000,2020-12-11-09.48.21.000000,,,,"04714B603408",,,,,,,,,"3157304133","[-0.042,-0.0352,-0.0264,-0.0313,-0.0293,-0.0293,-0.0332,-0.0244,-0.041,-0.0313,-0.0352,-0.0303,-0.0205,-0.0459,-0.0381]","[""0"",""0"",""0"",""0"",""0""]","[-1.0625,-1.0381,-1.0439,-1.0479,-1.042,-1.0557,-1.04,-1.0449,-1.0439,-1.0439,-1.0439,-1.041,-1.0449,-1.041,-1.0449]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.031082"",""0.031208"",""0.030940"",""0.030933"",""0.030911""]","[""0.014164"",""0.014105"",""0.013638"",""0.014452"",""0.014388""]","[0.0117,0.0117,0.001,0.0215,0.0029,0.0049,0.0137,0,0.0068,0.0039,0.0107,0.0068,0.0049,0.0098,0.0283]","[""1.043631"",""1.043073"",""1.042952"",""1.043146"",""1.043221""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.55.20.158000,2020-12-11-09.55.20.000000,0.0,45.4,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157304552",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.58.21.455000,2020-12-11-09.58.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0309968,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-09.48.21.146000,2020-12-11-09.48.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0310148,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.58.21.457000,2020-12-11-09.58.21.000000,,,,"04714B603408",,,,,,,,,"3157304733","[-0.04,-0.0342,-0.0322,-0.0469,-0.0313,-0.0342,-0.0332,-0.04,-0.0264,-0.0234,-0.0439,-0.0391,-0.0342,-0.0381,-0.0352]","[""0"",""0"",""0"",""0"",""0""]","[-1.0459,-1.0322,-1.0449,-1.0605,-1.042,-1.0391,-1.0459,-1.0449,-1.0459,-1.042,-1.042,-1.0469,-1.0439,-1.0391,-1.0381]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030818"",""0.030902"",""0.031570"",""0.030667"",""0.031027""]","[""0.013428"",""0.013957"",""0.014322"",""0.014183"",""0.014380""]","[0.0059,0.0166,0.002,0.0273,0.0059,0.0273,0.0039,0.001,0.0107,0.001,0.0029,0.0029,0.001,0.0098,0.0146]","[""1.043053"",""1.043355"",""1.043286"",""1.043089"",""1.042893""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-10.00.20.402000,2020-12-11-10.00.20.000000,0.0,45.4,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157304852",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-09.50.20.096000,2020-12-11-09.50.20.000000,0.0,45.4,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157304252",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-09.53.21.103000,2020-12-11-09.53.21.000000,,,,"04714B603408",,,,,,,,,"3157304433","[-0.0293,-0.0254,-0.0234,-0.0361,-0.0264,-0.0254,-0.0244,-0.0371,-0.0449,-0.0322,-0.0254,-0.0244,-0.0352,-0.0381,-0.0322]","[""0"",""0"",""0"",""0"",""0""]","[-1.043,-1.04,-1.0381,-1.0332,-1.043,-1.0439,-1.042,-1.0391,-1.043,-1.0439,-1.042,-1.042,-1.0557,-1.0371,-1.0459]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030922"",""0.030745"",""0.030793"",""0.031249"",""0.030770""]","[""0.014485"",""0.014226"",""0.014274"",""0.014198"",""0.014312""]","[0.001,0.0039,0.0088,0.002,-0.0059,0.0195,0.0137,0.0293,0.0303,0.0059,0.0039,0.0293,0.0117,0.0059,0.0137]","[""1.043018"",""1.043119"",""1.042654"",""1.043186"",""1.043175""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-10.03.21.470000,2020-12-11-10.03.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0308208,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-10.03.21.470000,2020-12-11-10.03.21.000000,,,,"04714B603408",,,,,,,,,"3157305034","[-0.0205,-0.0273,-0.0371,-0.0215,-0.0264,-0.0225,-0.0234,-0.0244,-0.0283,-0.0244,-0.0215,-0.0352,-0.0439,-0.0332,-0.0244]","[""0"",""0"",""0"",""0"",""0""]","[-1.04,-1.043,-1.0391,-1.0469,-1.0439,-1.0459,-1.0508,-1.0449,-1.0449,-1.0459,-1.0449,-1.043,-1.0449,-1.0459,-1.0459]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030613"",""0.030712"",""0.031122"",""0.030945"",""0.030712""]","[""0.014272"",""0.013607"",""0.014861"",""0.013234"",""0.014295""]","[0.0068,0.0068,0.0088,0,0.0186,0.001,0.0137,0.0059,0.0225,0.0088,0.0283,0.0176,0.0049,0.0244,0.0225]","[""1.042661"",""1.043314"",""1.043634"",""1.043039"",""1.042754""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-10.08.21.404000,2020-12-11-10.08.21.000000,,,,"04714B603408",,,,,,,,,"3157305334","[-0.043,-0.0176,-0.042,-0.043,-0.0313,-0.0342,-0.0186,-0.0342,-0.0273,-0.0371,-0.0332,-0.0303,-0.042,-0.041,-0.0322]","[""0"",""0"",""0"",""0"",""0""]","[-1.0488,-1.0391,-1.042,-1.0371,-1.042,-1.04,-1.04,-1.0391,-1.04,-1.0596,-1.0469,-1.0459,-1.0615,-1.0449,-1.042]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030934"",""0.031143"",""0.030565"",""0.030970"",""0.030577""]","[""0.014377"",""0.014298"",""0.014591"",""0.014245"",""0.014785""]","[0.0254,0.0088,-0.0029,-0.0098,-0.0068,0.001,0.0176,0.0156,-0.0137,0.0088,0.0107,-0.0039,0.0029,0.0166,0.0117]","[""1.042815"",""1.042915"",""1.043152"",""1.043497"",""1.043034""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-10.10.20.399000,2020-12-11-10.10.20.000000,0.0,45.3,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157305453",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-10.05.20.380000,2020-12-11-10.05.20.000000,0.0,45.3,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157305153",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-13.53.22.247000,2020-12-11-13.53.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0308252,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-13.58.21.963000,2020-12-11-13.58.21.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030860600000000005,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-13.55.20.968000,2020-12-11-13.55.20.000000,0.0,44.8,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157318953",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-14.00.21.191000,2020-12-11-14.00.21.000000,0.0,45.0,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157319253",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-13.58.21.962000,2020-12-11-13.58.21.000000,,,,"04714B603408",,,,,,,,,"3157319134","[-0.0195,-0.0439,-0.0332,-0.0244,-0.0293,-0.0166,-0.0293,-0.0176,-0.0352,-0.0293,-0.0195,-0.0449,-0.0449,-0.0293,-0.0273]","[""0"",""0"",""0"",""0"",""0""]","[-1.043,-1.04,-1.041,-1.0459,-1.04,-1.0391,-1.0439,-1.0449,-1.0488,-1.0566,-1.0439,-1.0615,-1.0566,-1.0488,-1.0371]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.031313"",""0.030707"",""0.030356"",""0.030745"",""0.031182""]","[""0.013830"",""0.015320"",""0.014024"",""0.014465"",""0.013978""]","[0.0078,0.0098,0.0215,0.0039,0.0293,0.002,0.0029,0.0156,0.002,0.0254,0.0029,0.0254,0.0303,0.0098,0.0137]","[""1.043551"",""1.043229"",""1.043218"",""1.043048"",""1.043469""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-14.03.22.278000,2020-12-11-14.03.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030758200000000003,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-14.03.22.281000,2020-12-11-14.03.22.000000,,,,"04714B603408",,,,,,,,,"3157319434","[-0.0264,-0.0293,-0.0273,-0.0293,-0.0244,-0.0264,-0.041,-0.0322,-0.0273,-0.0195,-0.0273,-0.0215,-0.0342,-0.0303,-0.0303]","[""0"",""0"",""0"",""0"",""0""]","[-1.042,-1.0439,-1.0439,-1.0459,-1.0449,-1.0479,-1.0322,-1.0488,-1.0518,-1.0566,-1.0391,-1.0381,-1.0439,-1.0459,-1.0342]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030570"",""0.030578"",""0.031008"",""0.030837"",""0.030798""]","[""0.014910"",""0.013963"",""0.014423"",""0.013880"",""0.014332""]","[0.002,-0.002,0.002,0.0107,0.0049,0.0176,0.0117,0.0215,0.001,0.002,0.0225,-0.0107,-0.001,-0.0029,-0.0137]","[""1.042996"",""1.043001"",""1.043410"",""1.043502"",""1.043558""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-14.05.21.174000,2020-12-11-14.05.21.000000,0.0,45.1,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157319553",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-14.08.22.244000,2020-12-11-14.08.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030986000000000003,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-14.08.22.242000,2020-12-11-14.08.22.000000,,,,"04714B603408",,,,,,,,,"3157319734","[-0.0273,-0.0352,-0.0391,-0.0283,-0.0342,-0.0215,-0.0459,-0.0225,-0.0449,-0.0371,-0.0342,-0.0234,-0.0254,-0.0176,-0.0283]","[""0"",""0"",""0"",""0"",""0""]","[-1.0459,-1.0479,-1.0391,-1.04,-1.0449,-1.0391,-1.042,-1.0391,-1.0371,-1.0498,-1.0469,-1.0391,-1.0449,-1.04,-1.042]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.031184"",""0.030580"",""0.031066"",""0.030893"",""0.031207""]","[""0.014718"",""0.014986"",""0.014884"",""0.014637"",""0.014807""]","[0.0186,0.0156,0.002,0.0098,0.0117,0.0068,0.0146,-0.002,0.0049,0.0166,0.0088,0.0205,-0.0117,-0.0098,0.0137]","[""1.043305"",""1.043263"",""1.043228"",""1.043190"",""1.043020""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-14.10.20.917000,2020-12-11-14.10.20.000000,0.0,45.0,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157319853",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-14.13.22.304000,2020-12-11-14.13.22.000000,,,,"04714B603408",,,,,,,,,"3157320034","[-0.0283,-0.0352,-0.0273,-0.0283,-0.0371,-0.0352,-0.0391,-0.0352,-0.0303,-0.0166,-0.0352,-0.043,-0.0303,-0.0264,-0.0264]","[""0"",""0"",""0"",""0"",""0""]","[-1.0459,-1.0459,-1.043,-1.043,-1.043,-1.0498,-1.043,-1.0498,-1.0361,-1.043,-1.0586,-1.0479,-1.0459,-1.0449,-1.042]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030979"",""0.031010"",""0.031001"",""0.031023"",""0.031017""]","[""0.014645"",""0.014147"",""0.014892"",""0.014400"",""0.013894""]","[0.0127,0.0068,0.0088,0.0098,-0.0039,0.0049,0.0137,0.0156,0.0088,0,0.002,0.0078,0.0117,-0.0156,0.0098]","[""1.043182"",""1.043071"",""1.043085"",""1.043457"",""1.043410""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-14.15.21.170000,2020-12-11-14.15.21.000000,0.0,45.1,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157320153",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-14.13.22.300000,2020-12-11-14.13.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.031006,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-14.18.22.366000,2020-12-11-14.18.22.000000,,,,"04714B603408",,,,,,,,,"3157320334","[-0.0293,-0.0449,-0.0342,-0.0439,-0.0361,-0.0371,-0.0293,-0.0361,-0.0293,-0.0244,-0.0205,-0.0283,-0.0264,-0.0313,-0.0264]","[""0"",""0"",""0"",""0"",""0""]","[-1.0625,-1.0332,-1.0557,-1.0508,-1.0459,-1.0381,-1.043,-1.042,-1.0449,-1.04,-1.0459,-1.042,-1.0469,-1.0439,-1.04]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.031130"",""0.030994"",""0.030252"",""0.030694"",""0.031104""]","[""0.014029"",""0.014283"",""0.014486"",""0.014372"",""0.013916""]","[0.0156,0.0156,0.0176,0.0215,0.0195,0.0234,-0.0029,0.002,0.0039,-0.0088,0.0059,-0.0039,0.0146,0.0186,0.0117]","[""1.043267"",""1.043006"",""1.043266"",""1.043230"",""1.043265""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-14.18.22.366000,2020-12-11-14.18.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0308348,,,0.0,
,pump_de_gen5,"04714B6036B1","5df8878de46fea001e0f82cc",data,json,2020-12-11-14.20.21.248000,2020-12-11-14.20.21.000000,0.0,45.0,0.0,"04714B603408",a,0.0,8192.0,19813.877,0.0,0.0,0.0,0.0,"3157320453",,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
,pump_de_gen5,"04714B6036B1","5e21c2cc5ae54a000841e190",accel,json,2020-12-11-14.23.22.400000,2020-12-11-14.23.22.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030808,,,0.0,
,pump_de_gen5,"04714B6036B1","5df887b2c5262d001d6735f2",accel,json,2020-12-11-14.23.22.401000,2020-12-11-14.23.22.000000,,,,"04714B603408",,,,,,,,,"3157320634","[-0.0244,-0.041,-0.0244,-0.0303,-0.042,-0.0303,-0.0176,-0.0293,-0.0313,-0.0391,-0.0225,-0.0293,-0.043,-0.0283,-0.0264]","[""0"",""0"",""0"",""0"",""0""]","[-1.0342,-1.0391,-1.043,-1.0439,-1.0469,-1.042,-1.043,-1.0381,-1.0498,-1.0557,-1.0342,-1.0439,-1.041,-1.0439,-1.0498]","[""0.000000"",""0.000000"",""0.000000"",""0.000000"",""0.000000""]","[""0.030948"",""0.030739"",""0.030403"",""0.031003"",""0.030947""]","[""0.014414"",""0.014910"",""0.014384"",""0.014341"",""0.015530""]","[0.002,0.0137,-0.0088,0.0146,0.0078,0.0156,0.0098,0.0039,0.0068,0.0215,0.0234,-0.001,0.0273,0.0303,0.0146]","[""1.042732"",""1.043526"",""1.043214"",""1.043339"",""1.043274""]",2.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
