"FLOATVALUE","DEVICEID","RCV_TIMESTAMP_UTC"
98.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.24.16.586000
261.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.37.53.566000
3.20740008354187,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.37.53.569000
3.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.39.11.147000
0.30000001192092896,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.39.11.147000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.58.20.775000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-10.58.20.775000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.14.16.235000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.14.16.235000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.20.14.410000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.20.14.410000
245.8174285888672,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.51.59.724000
250.4520263671875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.51.59.724000
1744.199951171875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.53.29.653000
59.45635223388672,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-11.53.29.656000
180.97740173339844,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.11.46.520000
234.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.11.46.565000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.30.19.699000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.30.19.699000
2.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.33.39.732000
2000.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.33.39.732000
233.84239196777344,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.50.28.554000
235.70970153808594,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.50.28.554000
16.399999618530273,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.51.16.386000
20.799999237060547,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-12.51.16.386000
243.69361877441406,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.02.13.264000
262.67083740234375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.02.13.264000
138.8762664794922,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.08.48.641000
117.4883804321289,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.08.48.641000
373.66790771484375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.13.36.344000
1284.7059326171875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.13.36.344000
318.1112060546875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.21.22.347000
369.3966369628906,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.21.22.348000
16.100000381469727,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.22.46.594000
61.900001525878906,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.22.46.594000
2.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.41.01.428000
2000.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-13.41.01.428000
12.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.02.26.926000
12.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.02.26.926000
43.84400177001953,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.36.29.839000
75.27200317382812,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.36.29.839000
74.9610595703125,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.37.41.810000
231.91397094726562,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.37.41.810000
294.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.39.24.724000
40.42131805419922,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.39.24.732000
200.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.53.49.893000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.53.49.893000
400.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.56.33.581000
400.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-14.56.33.582000
38.694114685058594,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.08.50.061000
18.878293991088867,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.08.50.061000
5.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.10.52.038000
2.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.10.52.038000
119.64374542236328,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.32.58.776000
15.674138069152832,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.32.58.776000
997.6945495605469,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.47.06.547000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.47.06.548000
52.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.55.20.174000
98.36463928222656,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-15.55.20.187000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-16.35.28.692000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-16.35.28.692000
125.71566009521484,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-16.57.52.522000
1106.8194580078125,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-16.57.52.522000
288.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.11.34.716000
590.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.11.34.720000
942.1578369140625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.41.26.792000
44.470760345458984,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.41.26.792000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.45.02.436000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-17.45.02.436000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-18.05.33.210000
0.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-18.05.33.210000
414.0950927734375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-18.43.48.968000
418.9544677734375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-18.43.48.968000
64.86799621582031,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.08.18.886000
70.28599548339844,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.08.18.886000
143.4364013671875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.49.58.905000
154.66220092773438,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.49.58.905000
192.60397338867188,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.53.16.884000
207.2607879638672,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-19.53.16.884000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.14.11.163000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.14.11.163000
297.4,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.32.13.459000
291.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.32.13.459000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.37.13.989000
0.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.37.13.989000
2.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.52.26.833000
1.2999999523162842,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-20.52.26.833000
53.42715835571289,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.02.28.661000
452.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.02.28.663000
0.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.14.02.526000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.14.02.526000
200.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.34.31.456000
0.30000001192092896,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.34.31.456000
49.599998474121094,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.36.37.896000
297.3313293457031,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.36.37.901000
831.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.45.42.414000
46.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-21.45.42.414000
200.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.04.21.275000
0.20000000298023224,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.04.21.275000
205.32626342773438,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.23.18.644000
646.2715454101562,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.23.18.644000
112.44127655029297,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.32.27.911000
130.43417358398438,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-22.32.27.911000
400.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-23.42.14.926000
200.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-23.42.14.926000
78.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-23.44.42.564000
226.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-22-23.44.42.564000
1055.5511474609375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.23.56.092000
243.5583038330078,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.23.56.092000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.27.17.308000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.27.17.308000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.33.27.355000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-00.33.27.355000
0.30000001192092896,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-01.24.43.706000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-01.24.43.706000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-01.37.39.913000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-01.37.39.913000
498.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-02.29.00.696000
1375.300048828125,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-02.29.00.697000
46.16355895996094,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-02.48.56.820000
45095.53515625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-02.48.56.821000
789.1338500976562,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-03.28.59.060000
-77.27064514160156,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-03.28.59.060000
1077.6552734375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-03.57.06.797000
1101.1304931640625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-03.57.06.797000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.01.05.306000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.01.05.306000
2000.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.09.07.679000
2000.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.09.07.679000
299.913818359375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.34.45.876000
456.6200866699219,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.34.45.876000
1.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.38.52.052000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.38.52.052000
0.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.58.16.178000
3.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-04.58.16.178000
0.4000000059604645,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.02.52.017000
0.30000001192092896,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.02.52.017000
0.20000000298023224,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.29.49.735000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.29.49.735000
92.80671691894531,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.57.18.949000
93.30452728271484,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-05.57.18.949000
5.614655494689941,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.15.29.797000
135.5692901611328,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.15.29.797000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.40.14.777000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.40.14.777000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.58.09.076000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-06.58.09.076000
403.4639892578125,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-07.02.13.066000
134.61241149902344,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-07.02.13.066000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-07.43.45.361000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-07.43.45.361000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-08.17.01.806000
0.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-08.17.01.806000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-08.46.02.708000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-08.46.02.708000
71.16799926757812,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.01.34.993000
109.85200500488281,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.01.35.006000
-13.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.09.28.575000
2.299999952316284,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.09.28.575000
153.775390625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.30.02.440000
612.0977783203125,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.30.02.440000
81.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.34.19.411000
70.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.34.19.411000
415.3895568847656,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.41.23.231000
1135.0552978515625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-09.41.23.231000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-10.18.51.820000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-10.18.51.820000
70.64599609375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-10.48.54.431000
643.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-10.48.54.431000
852.8372802734375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.06.35.061000
792.5682373046875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.06.35.061000
1099.2,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.33.19.097000
1178.4,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.33.19.097000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.38.04.965000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.38.04.965000
233.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.53.59.408000
86.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-11.53.59.408000
400.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-12.37.56.503000
400.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-12.37.56.503000
33.099998474121094,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-14.15.06.600000
974.4000244140625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-14.15.06.625000
378.0888366699219,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-14.18.38.543000
1281.9556884765625,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-14.18.38.543000
271.6571731567383,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.00.21.657000
44.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.00.21.657000
82.75746154785156,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.34.53.955000
91.5472412109375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.34.53.955000
796.023193359375,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.38.56.062000
-78.28953552246094,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-15.38.56.062000
10.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-16.43.43.007000
22.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-16.43.43.007000
231.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-16.56.37.566000
2221.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-16.56.37.566000
1.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-17.08.03.026000
0.25,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-17.08.03.026000
66.19999694824219,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-17.41.53.605000
104.9000015258789,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-17.41.53.605000
34.15907669067383,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-18.21.17.512000
-29.1746826171875,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-18.21.17.512000
28.857047080993652,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.05.20.917000
451.7088317871094,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.05.20.917000
1.2999999523162842,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.42.24.789000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.42.24.789000
0.20000000298023224,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.51.24.844000
0.30000001192092896,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-19.51.24.844000
12.5,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.16.26.955000
0.0,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.16.26.955000
215.67507934570312,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.25.49.359000
491.5562438964844,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.25.49.359000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.36.10.090000
0.10000000149011612,"56851666-8346-32f0-bd8b-d77d82f63028",2021-05-23-20.36.10.090000
