deviceid,floatvalue_saliencyscore,floatvalue_kmeansscore,floatvalue_FFTScore,floatvalue_spectralZscore,floatvalue_spectralScore,floatvalue_GenScore,floatvalue,timestamp
CakebreadId_0128,12.626456012815654,2.813601753387634,9.771175831946069,0.47996575703012556,4.180058108707357,0.03243874102177132,42,01/31/2020 13:34,
CakebreadId_0128,8.790870406683384,2.471362109672452,8.650076938926686,0.48241458238371415,4.143951489840908,0.028810390975387477,44,01/31/2020 13:35,
CakebreadId_0128,9.249645858315507,2.4928194477109518,9.822775224454132,0.44688907021500524,4.621554265322125,0.032655147682671956,43,01/31/2020 13:35,
CakebreadId_0128,9.847886129152508,2.17914722727703,9.937012861446487,0.39189647184384196,5.205237195585794,0.03304247724165502,44,01/31/2020 13:36,
CakebreadId_0128,10.905345187857773,2.289288517767233,10.372325307248756,0.3308008262029438,5.700407781401453,0.034319660258923385,43,01/31/2020 13:36,
CakebreadId_0128,12.365849871758986,2.0292959920477616,9.826653806689679,0.28629161979070117,5.990020067172232,0.03264955076793598,44,01/31/2020 13:36,
CakebreadId_0128,10.379453263914922,2.1954935758457697,9.201029263952394,0.27543792573120807,6.053487792856065,0.03053716490884829,43,01/31/2020 13:37,
CakebreadId_0128,10.688192938681222,1.9471469306466358,6.320524379968557,0.2709150007883156,6.079197793654158,0.021050528500703117,44,01/31/2020 13:37,
CakebreadId_0128,9.789356028191657,1.9235230323129056,6.183177023072478,0.27091500078831654,6.079197793654153,0.02057985303656604,43,01/31/2020 13:37,
CakebreadId_0128,11.795254902240512,1.9388096988188102,6.230493323511913,0.2709150007883156,6.079197793654158,0.020753504734699963,44,01/31/2020 13:37,
CakebreadId_0128,12.143410969833894,1.9235236953218828,6.183179075261682,0.27091500078831654,6.079197793654153,0.020579860568138392,43,01/31/2020 13:38,
CakebreadId_0128,11.386652047327981,1.938809035809829,6.230491271322698,0.2709150007883156,6.079197793654158,0.02075349720312757,44,01/31/2020 13:38,
CakebreadId_0128,11.738154177447111,1.9235243583308606,6.1831811274508865,0.27091500078831654,6.079197793654153,0.020579868099710744,43,01/31/2020 13:38,
CakebreadId_0128,11.403916593801158,1.9388083728008518,6.230489219133494,0.2709150007883156,6.079197793654158,0.020753489671555218,44,01/31/2020 13:38,
CakebreadId_0128,9.398980865158274,1.9235250213398378,6.18318317964009,0.27091500078831654,6.079197793654153,0.020579875631283096,43,01/31/2020 13:39,
CakebreadId_0128,8.573801440104345,2.277791102652001,9.32261301729869,0.28477920374475296,5.99901783621487,0.030977098520234322,44,01/31/2020 13:39,
CakebreadId_0128,35.08994966899417,3.790350637289724,55.08423579259899,0.42108495136335344,4.915380495802264,0.18234276881416198,43,01/31/2020 13:39,
CakebreadId_0128,36.59838939928276,4.101567924373149,64.10960954659888,0.4709014222695312,4.3093229058158125,0.21271205812678853,44,01/31/2020 13:40,
CakebreadId_0128,36.38170440929799,4.180333045282635,68.01921504635897,0.5974957544644662,1.5584080177203257,0.22640886067696223,43,01/31/2020 13:40,
CakebreadId_0128,36.68626020418961,5.017569846465024,71.13132894458982,0.6861666758364171,3.4245098724038474,0.2364377427572123,44,01/31/2020 13:40,
CakebreadId_0128,34.358239481326365,4.789109352131572,65.02507613354142,0.7283648341940501,9.114097426564467,0.2162769401853271,42,01/31/2020 13:40,
CakebreadId_0128,34.45234484386476,4.98197486151483,66.4720128209053,0.7437445885832232,12.715644054854469,0.2213010686087113,39,01/31/2020 13:41,
CakebreadId_0128,39.8685568965473,4.721467060167761,69.65083685644258,0.7375700768189475,11.111878657725077,0.23163018724459652,43,01/31/2020 13:41,
CakebreadId_0128,39.133854350610065,4.92325469022535,70.05733539036888,0.7111520831314343,6.26966168863119,0.2328684481075013,42,01/31/2020 13:41,
CakebreadId_0128,36.13315657361325,4.792330633196341,69.46373893243879,0.6455398289497613,0.5194722660457982,0.23146599182725433,44,01/31/2020 13:42,
CakebreadId_0128,33.61240401706458,4.776598784854056,69.4475419431574,0.5340097233061698,3.2403937078823204,0.23051748141628473,43,01/31/2020 13:42,
CakebreadId_0128,18.244372607616906,4.178180596316483,38.58420746354524,0.45279229511603014,4.54856100686363,0.12800204102557183,44,01/31/2020 13:42,
CakebreadId_0128,17.307014508815477,4.057495314779216,36.214569845204366,0.38723506561946003,5.247922397817093,0.11969488110760947,43,01/31/2020 13:42,
CakebreadId_0128,11.881244094360664,2.083023838590638,10.611613207878388,0.28629161979070117,5.990020067172232,0.03524247100773724,44,01/31/2020 13:43,
CakebreadId_0128,12.654592399666123,2.195409315143328,9.201323285716787,0.27543792573120807,6.053487792856065,0.030538160318043545,43,01/31/2020 13:43,
CakebreadId_0128,12.352622270923607,1.947269564931181,6.321907482984361,0.2709150007883156,6.079197793654158,0.021055082766283952,44,01/31/2020 13:44,
CakebreadId_0128,12.852160413041569,1.923530656916155,6.183200623248353,0.27091500078831654,6.079197793654153,0.020579939649648188,43,01/31/2020 13:44,
CakebreadId_0128,11.800530691683408,1.9388020742155607,6.230469723336038,0.2709150007883156,6.079197793654158,0.020753418121617812,44,01/31/2020 13:44,
CakebreadId_0128,11.283992251187534,1.9235313199251323,6.183202675437557,0.27091500078831654,6.079197793654153,0.02057994718122054,43,01/31/2020 13:44,
CakebreadId_0128,11.053652581010963,1.9388014112065797,6.230467671146823,0.2709150007883156,6.079197793654158,0.020753410590045422,44,01/31/2020 13:45,
CakebreadId_0128,9.376904439841852,1.92353198293411,6.183204727626761,0.27091500078831654,6.079197793654153,0.020579954712792895,43,01/31/2020 13:45,
CakebreadId_0128,9.056854747319203,1.9388007481976024,6.230465618957619,0.2709150007883156,6.079197793654158,0.02075340305847307,44,01/31/2020 13:45,
CakebreadId_0128,8.73015119635852,1.9235326459430873,6.183206779815966,0.27091500078831654,6.079197793654153,0.020579962244365244,43,01/31/2020 13:45,
CakebreadId_0128,8.070971241216027,1.938800085188625,6.230463566768416,0.2709150007883156,6.079197793654158,0.02075339552690072,44,01/31/2020 13:45,
CakebreadId_0128,6.466858952038513,1.9235333089520683,6.183208832005181,0.27091500078831654,6.079197793654153,0.020579969775937637,43,01/31/2020 13:46,
CakebreadId_0128,3.891578296090932,1.9387994221796474,6.230461514579211,0.2709150007883156,6.079197793654158,0.020753387995328366,44,01/31/2020 13:46,
CakebreadId_0128,5.678043167837766,1.9235339719610458,6.183210884194384,0.27091500078831654,6.079197793654153,0.02057997730750999,43,01/31/2020 13:47,
CakebreadId_0128,5.928391519685328,1.93879875917067,6.230459462390007,0.2709150007883156,6.079197793654158,0.020753380463756015,44,01/31/2020 13:47,
CakebreadId_0128,13.93491132951715,2.4769846734340497,9.654354955365102,0.2847792037447605,5.999017836214825,0.03208082181965793,43,01/31/2020 13:47,
CakebreadId_0128,21.89834136064964,2.720862270549218,14.265411909722685,0.32900999210446286,5.713070314037227,0.04738403516454347,44,01/31/2020 13:48,
CakebreadId_0128,58.10461978165935,5.443125894506013,127.8023262638357,0.5516753107590178,2.851729295847566,0.4231420630999532,43,01/31/2020 13:48,
CakebreadId_0128,74.7266524757337,5.644650912721707,160.72945555025402,0.6764681533894649,2.583520037606709,0.5322984920372072,44,01/31/2020 13:48,
CakebreadId_0128,77.18114194424331,5.906866426238582,177.15466207301,0.7183699140316221,7.347258129266301,0.5876128067174109,43,01/31/2020 13:48,
CakebreadId_0128,90.45386263009178,7.159174885712275,203.16308802510466,0.743893198806017,12.757373302146489,0.6755774314691638,45,01/31/2020 13:48,
CakebreadId_0128,85.28052033470213,6.993431469413715,185.36151711056777,0.761449332837397,19.131136395474975,0.6157988145741078,42,01/31/2020 13:49,
CakebreadId_0128,86.76134238694956,6.972716573447896,181.30567506229582,0.770235461299544,23.94766902437467,0.6032842310156052,37,01/31/2020 13:49,
CakebreadId_0128,103.62393388205642,7.247688683937242,239.8972878280622,0.762638823281502,19.699608039383346,0.796622948384744,38,01/31/2020 13:49,
CakebreadId_0128,102.75201537886805,6.346414886235875,237.98656107166946,0.7483451898899872,14.085678284082338,0.7902034691228433,41,01/31/2020 13:49,
CakebreadId_0128,106.62806164846519,6.778829395730569,245.6609471991166,0.7271013181733234,8.870166517201593,0.8145688618590659,43,01/31/2020 13:50,
CakebreadId_0128,99.9299161117078,7.980384768208239,254.1108431093693,0.7250507510864613,8.48783768722906,0.8440775927256841,42,01/31/2020 13:50,
CakebreadId_0128,65.56181544150789,7.208122233013494,191.75937459542632,0.7401053971781256,11.7410991410669,0.6338495468480752,44,01/31/2020 13:51,
CakebreadId_0128,63.315361105032665,5.604977312189508,165.15872640556972,0.7432886223075961,12.58859507062774,0.5453087379716633,40,01/31/2020 13:51,
CakebreadId_0128,46.42242529391144,4.439212855959613,131.88749389361428,0.7239096108162648,8.282002634338555,0.43604150500804184,43,01/31/2020 13:52,
CakebreadId_0128,31.631324184726076,6.415730966445123,140.78018344151033,0.7049177628967868,5.445940753556008,0.4667747516105282,42,01/31/2020 13:52,
CakebreadId_0128,31.545521937244942,5.956710006665529,142.21506478989184,0.6808783110078991,2.951596958591434,0.47092165022277915,44,01/31/2020 13:52,
