deviceid,floatvalue,timestamp
CakebreadId_0128,40,01/30/2020 19:24,
CakebreadId_0128,43,01/30/2020 19:24,
CakebreadId_0128,46,01/30/2020 19:24,
CakebreadId_0128,39,01/30/2020 19:25,
CakebreadId_0128,45,01/30/2020 19:26,
CakebreadId_0128,46,01/30/2020 19:26,
CakebreadId_0128,41,01/30/2020 19:26,
CakebreadId_0128,40,01/30/2020 19:26,
CakebreadId_0128,43,01/30/2020 19:26,
CakebreadId_0128,42,01/30/2020 19:27,
CakebreadId_0128,45,01/30/2020 19:27,
CakebreadId_0128,46,01/30/2020 19:27,
CakebreadId_0128,41,01/30/2020 19:27,
CakebreadId_0128,46,01/30/2020 19:28,
CakebreadId_0128,45,01/30/2020 19:28,
CakebreadId_0128,41,01/30/2020 19:28,
CakebreadId_0128,39,01/30/2020 19:29,
CakebreadId_0128,42,01/30/2020 19:29,
CakebreadId_0128,46,01/30/2020 19:29,
CakebreadId_0128,44,01/30/2020 19:30,
CakebreadId_0128,39,01/30/2020 19:30,
CakebreadId_0128,44,01/30/2020 19:30,
CakebreadId_0128,47,01/30/2020 19:31,
CakebreadId_0128,39,01/30/2020 19:31,
CakebreadId_0128,46,01/30/2020 19:32,
CakebreadId_0128,43,01/30/2020 19:32,
CakebreadId_0128,40,01/30/2020 19:32,
CakebreadId_0128,43,01/30/2020 19:33,
CakebreadId_0128,45,01/30/2020 19:33,
CakebreadId_0128,42,01/30/2020 19:33,
CakebreadId_0128,39,01/30/2020 19:34,
CakebreadId_0128,42,01/30/2020 19:34,
CakebreadId_0128,46,01/30/2020 19:34,
CakebreadId_0128,44,01/30/2020 19:35,
CakebreadId_0128,38,01/30/2020 19:35,
CakebreadId_0128,42,01/30/2020 19:35,
CakebreadId_0128,45,01/30/2020 19:35,
CakebreadId_0128,44,01/30/2020 19:36,
CakebreadId_0128,41,01/30/2020 19:36,
CakebreadId_0128,44,01/30/2020 19:36,
CakebreadId_0128,46,01/30/2020 19:37,
CakebreadId_0128,44,01/30/2020 19:37,
CakebreadId_0128,39,01/30/2020 19:37,
CakebreadId_0128,43,01/30/2020 19:37,
CakebreadId_0128,46,01/30/2020 19:38,
CakebreadId_0128,42,01/30/2020 19:38,
CakebreadId_0128,38,01/30/2020 19:38,
CakebreadId_0128,43,01/30/2020 19:38,
CakebreadId_0128,44,01/30/2020 19:39,
CakebreadId_0128,46,01/30/2020 19:39,
CakebreadId_0128,39,01/30/2020 19:39,
CakebreadId_0128,47,01/30/2020 19:40,
CakebreadId_0128,44,01/30/2020 19:41,
CakebreadId_0128,37,01/30/2020 19:41,
CakebreadId_0128,42,01/30/2020 19:41,
CakebreadId_0128,46,01/30/2020 19:41,
CakebreadId_0128,41,01/30/2020 19:42,
CakebreadId_0128,40,01/30/2020 19:42,
CakebreadId_0128,45,01/30/2020 19:42,
CakebreadId_0128,46,01/30/2020 19:43,
CakebreadId_0128,43,01/30/2020 19:43,
CakebreadId_0128,39,01/30/2020 19:43,
CakebreadId_0128,38,01/30/2020 19:43,
CakebreadId_0128,41,01/30/2020 19:43,
CakebreadId_0128,44,01/30/2020 19:44,
CakebreadId_0128,42,01/30/2020 19:44,
CakebreadId_0128,38,01/30/2020 19:44,
CakebreadId_0128,44,01/30/2020 19:45,
CakebreadId_0128,45,01/30/2020 19:45,
CakebreadId_0128,43,01/30/2020 19:45,
CakebreadId_0128,39,01/30/2020 19:46,
CakebreadId_0128,40,01/30/2020 19:46,
CakebreadId_0128,44,01/30/2020 19:47,
CakebreadId_0128,45,01/30/2020 19:47,
CakebreadId_0128,40,01/30/2020 19:47,
CakebreadId_0128,39,01/30/2020 19:47,
CakebreadId_0128,42,01/30/2020 19:47,
CakebreadId_0128,45,01/30/2020 19:48,
CakebreadId_0128,43,01/30/2020 19:48,
CakebreadId_0128,38,01/30/2020 19:49,
CakebreadId_0128,43,01/30/2020 19:49,
CakebreadId_0128,46,01/30/2020 19:49,
CakebreadId_0128,45,01/30/2020 19:49,
CakebreadId_0128,41,01/30/2020 19:50,
CakebreadId_0128,39,01/30/2020 19:50,
CakebreadId_0128,42,01/30/2020 19:50,
CakebreadId_0128,43,01/30/2020 19:50,
CakebreadId_0128,46,01/30/2020 19:50,
CakebreadId_0128,38,01/30/2020 19:51,
CakebreadId_0128,42,01/30/2020 19:52,
CakebreadId_0128,43,01/30/2020 19:52,
CakebreadId_0128,46,01/30/2020 19:52,
CakebreadId_0128,41,01/30/2020 19:52,
CakebreadId_0128,39,01/30/2020 19:53,
CakebreadId_0128,45,01/30/2020 19:54,
CakebreadId_0128,40,01/30/2020 19:54,
CakebreadId_0128,38,01/30/2020 19:54,
CakebreadId_0128,42,01/30/2020 19:55,
CakebreadId_0128,46,01/30/2020 19:55,
CakebreadId_0128,37,01/30/2020 19:56,
CakebreadId_0128,44,01/30/2020 19:57,
CakebreadId_0128,45,01/30/2020 19:57,
CakebreadId_0128,38,01/30/2020 19:58,
CakebreadId_0128,42,01/30/2020 19:59,
CakebreadId_0128,45,01/30/2020 19:59,
CakebreadId_0128,38,01/30/2020 20:00,
CakebreadId_0128,46,01/30/2020 20:01,
CakebreadId_0128,41,01/30/2020 20:01,
CakebreadId_0128,39,01/30/2020 20:01,
CakebreadId_0128,40,01/30/2020 20:01,
CakebreadId_0128,43,01/30/2020 20:02,
CakebreadId_0128,46,01/30/2020 20:02,
CakebreadId_0128,44,01/30/2020 20:02,
CakebreadId_0128,38,01/30/2020 20:03,
CakebreadId_0128,43,01/30/2020 20:03,
CakebreadId_0128,45,01/30/2020 20:03,
CakebreadId_0128,43,01/30/2020 20:03,
CakebreadId_0128,38,01/30/2020 20:04,
CakebreadId_0128,46,01/30/2020 20:05,
CakebreadId_0128,45,01/30/2020 20:05,
CakebreadId_0128,40,01/30/2020 20:05,
CakebreadId_0128,41,01/30/2020 20:05,
CakebreadId_0128,38,01/30/2020 20:06,
CakebreadId_0128,44,01/30/2020 20:06,
CakebreadId_0128,45,01/30/2020 20:07,
CakebreadId_0128,43,01/30/2020 20:07,
CakebreadId_0128,39,01/30/2020 20:07,
CakebreadId_0128,38,01/30/2020 20:07,
CakebreadId_0128,43,01/30/2020 20:08,
CakebreadId_0128,46,01/30/2020 20:08,
CakebreadId_0128,38,01/30/2020 20:09,
CakebreadId_0128,43,01/30/2020 20:09,
CakebreadId_0128,47,01/30/2020 20:10,
CakebreadId_0128,42,01/30/2020 20:10,
CakebreadId_0128,39,01/30/2020 20:10,
CakebreadId_0128,44,01/30/2020 20:11,
CakebreadId_0128,46,01/30/2020 20:11,
CakebreadId_0128,44,01/30/2020 20:11,
CakebreadId_0128,39,01/30/2020 20:11,
CakebreadId_0128,46,01/30/2020 20:12,
CakebreadId_0128,39,01/30/2020 20:13,
CakebreadId_0128,38,01/30/2020 20:13,
CakebreadId_0128,45,01/30/2020 20:14,
CakebreadId_0128,42,01/30/2020 20:14,
CakebreadId_0128,39,01/30/2020 20:14,
CakebreadId_0128,38,01/30/2020 20:15,
CakebreadId_0128,46,01/30/2020 20:16,
CakebreadId_0128,42,01/30/2020 20:16,
CakebreadId_0128,39,01/30/2020 20:16,
CakebreadId_0128,41,01/30/2020 20:17,
CakebreadId_0128,44,01/30/2020 20:17,
CakebreadId_0128,45,01/30/2020 20:17,
CakebreadId_0128,38,01/30/2020 20:18,
CakebreadId_0128,43,01/30/2020 20:18,
CakebreadId_0128,46,01/30/2020 20:19,
CakebreadId_0128,43,01/30/2020 20:19,
CakebreadId_0128,38,01/30/2020 20:19,
CakebreadId_0128,45,01/30/2020 20:20,
CakebreadId_0128,44,01/30/2020 20:20,
CakebreadId_0128,39,01/30/2020 20:20,
CakebreadId_0128,43,01/30/2020 20:21,
CakebreadId_0128,46,01/30/2020 20:21,
CakebreadId_0128,45,01/30/2020 20:21,
CakebreadId_0128,42,01/30/2020 20:22,
CakebreadId_0128,39,01/30/2020 20:22,
CakebreadId_0128,44,01/30/2020 20:22,
CakebreadId_0128,46,01/30/2020 20:23,
CakebreadId_0128,38,01/30/2020 20:23,
CakebreadId_0128,44,01/30/2020 20:24,
CakebreadId_0128,47,01/30/2020 20:24,
CakebreadId_0128,44,01/30/2020 20:25,
CakebreadId_0128,37,01/30/2020 20:25,
CakebreadId_0128,42,01/30/2020 20:25,
CakebreadId_0128,45,01/30/2020 20:26,
CakebreadId_0128,44,01/30/2020 20:26,
CakebreadId_0128,39,01/30/2020 20:26,
CakebreadId_0128,38,01/30/2020 20:27,
CakebreadId_0128,45,01/30/2020 20:28,
CakebreadId_0128,43,01/30/2020 20:28,
CakebreadId_0128,39,01/30/2020 20:28,
CakebreadId_0128,45,01/30/2020 20:29,
CakebreadId_0128,43,01/30/2020 20:29,
CakebreadId_0128,40,01/30/2020 20:29,
CakebreadId_0128,39,01/30/2020 20:30,
CakebreadId_0128,45,01/30/2020 20:31,
CakebreadId_0128,41,01/30/2020 20:31,
CakebreadId_0128,38,01/30/2020 20:31,
CakebreadId_0128,41,01/30/2020 20:32,
CakebreadId_0128,43,01/30/2020 20:32,
CakebreadId_0128,46,01/30/2020 20:32,
CakebreadId_0128,41,01/30/2020 20:33,
CakebreadId_0128,38,01/30/2020 20:33,
CakebreadId_0128,39,01/30/2020 20:33,
CakebreadId_0128,43,01/30/2020 20:33,
CakebreadId_0128,46,01/30/2020 20:34,
CakebreadId_0128,43,01/30/2020 20:34,
CakebreadId_0128,40,01/30/2020 20:34,
CakebreadId_0128,39,01/30/2020 20:34,
CakebreadId_0128,45,01/30/2020 20:35,
CakebreadId_0128,38,01/30/2020 20:36,
CakebreadId_0128,43,01/30/2020 20:37,
CakebreadId_0128,45,01/30/2020 20:37,
CakebreadId_0128,42,01/30/2020 20:38,
CakebreadId_0128,39,01/30/2020 20:38,
CakebreadId_0128,45,01/30/2020 20:39,
CakebreadId_0128,39,01/30/2020 20:40,
CakebreadId_0128,45,01/30/2020 20:40,
CakebreadId_0128,38,01/30/2020 20:41,
CakebreadId_0128,41,01/30/2020 20:42,
CakebreadId_0128,43,01/30/2020 20:42,
CakebreadId_0128,42,01/30/2020 20:42,
CakebreadId_0128,45,01/30/2020 20:42,
CakebreadId_0128,46,01/30/2020 20:42,
CakebreadId_0128,42,01/30/2020 20:42,
CakebreadId_0128,43,01/30/2020 20:43,
CakebreadId_0128,41,01/30/2020 20:43,
CakebreadId_0128,37,01/30/2020 20:43,
CakebreadId_0128,39,01/30/2020 20:43,
CakebreadId_0128,43,01/30/2020 20:43,
CakebreadId_0128,44,01/30/2020 20:44,
CakebreadId_0128,47,01/30/2020 20:44,
CakebreadId_0128,43,01/30/2020 20:44,
CakebreadId_0128,38,01/30/2020 20:45,
CakebreadId_0128,43,01/30/2020 20:45,
CakebreadId_0128,44,01/30/2020 20:45,
CakebreadId_0128,46,01/30/2020 20:45,
CakebreadId_0128,38,01/30/2020 20:46,
CakebreadId_0128,46,01/30/2020 20:47,
CakebreadId_0128,45,01/30/2020 20:48,
CakebreadId_0128,40,01/30/2020 20:48,
CakebreadId_0128,38,01/30/2020 20:48,
CakebreadId_0128,45,01/30/2020 20:49,
CakebreadId_0128,44,01/30/2020 20:49,
CakebreadId_0128,39,01/30/2020 20:49,
CakebreadId_0128,42,01/30/2020 20:50,
CakebreadId_0128,43,01/30/2020 20:50,
CakebreadId_0128,45,01/30/2020 20:50,
CakebreadId_0128,44,01/30/2020 20:51,
CakebreadId_0128,39,01/30/2020 20:51,
CakebreadId_0128,40,01/30/2020 20:51,
CakebreadId_0128,43,01/30/2020 20:51,
CakebreadId_0128,46,01/30/2020 20:52,
CakebreadId_0128,44,01/30/2020 20:52,
CakebreadId_0128,39,01/30/2020 20:52,
CakebreadId_0128,38,01/30/2020 20:53,
CakebreadId_0128,42,01/30/2020 20:53,
CakebreadId_0128,46,01/30/2020 20:53,
CakebreadId_0128,39,01/30/2020 20:54,
CakebreadId_0128,38,01/30/2020 20:54,
CakebreadId_0128,42,01/30/2020 20:54,
CakebreadId_0128,47,01/30/2020 20:55,
CakebreadId_0128,42,01/30/2020 20:55,
CakebreadId_0128,39,01/30/2020 20:56,
CakebreadId_0128,45,01/30/2020 20:56,
CakebreadId_0128,40,01/30/2020 20:57,
CakebreadId_0128,38,01/30/2020 20:57,
CakebreadId_0128,44,01/30/2020 20:58,
CakebreadId_0128,45,01/30/2020 20:58,
CakebreadId_0128,43,01/30/2020 20:58,
CakebreadId_0128,39,01/30/2020 20:58,
CakebreadId_0128,38,01/30/2020 20:59,
CakebreadId_0128,43,01/30/2020 20:59,
CakebreadId_0128,44,01/30/2020 20:59,
CakebreadId_0128,46,01/30/2020 21:00,
CakebreadId_0128,42,01/30/2020 21:00,
CakebreadId_0128,38,01/30/2020 21:00,
CakebreadId_0128,43,01/30/2020 21:00,
CakebreadId_0128,47,01/30/2020 21:01,
CakebreadId_0128,44,01/30/2020 21:01,
CakebreadId_0128,39,01/30/2020 21:02,
CakebreadId_0128,38,01/30/2020 21:02,
CakebreadId_0128,39,01/30/2020 21:02,
CakebreadId_0128,43,01/30/2020 21:02,
CakebreadId_0128,47,01/30/2020 21:03,
CakebreadId_0128,38,01/30/2020 21:03,
CakebreadId_0128,43,01/30/2020 21:04,
CakebreadId_0128,45,01/30/2020 21:04,
CakebreadId_0128,38,01/30/2020 21:05,
CakebreadId_0128,46,01/30/2020 21:06,
CakebreadId_0128,43,01/30/2020 21:06,
CakebreadId_0128,38,01/30/2020 21:07,
CakebreadId_0128,42,01/30/2020 21:07,
CakebreadId_0128,43,01/30/2020 21:07,
CakebreadId_0128,47,01/30/2020 21:07,
CakebreadId_0128,42,01/30/2020 21:08,
CakebreadId_0128,38,01/30/2020 21:08,
CakebreadId_0128,43,01/30/2020 21:09,
CakebreadId_0128,46,01/30/2020 21:09,
CakebreadId_0128,44,01/30/2020 21:09,
CakebreadId_0128,41,01/30/2020 21:09,
CakebreadId_0128,39,01/30/2020 21:10,
CakebreadId_0128,42,01/30/2020 21:10,
CakebreadId_0128,43,01/30/2020 21:10,
CakebreadId_0128,46,01/30/2020 21:11,
CakebreadId_0128,47,01/30/2020 21:11,
CakebreadId_0128,42,01/30/2020 21:11,
CakebreadId_0128,38,01/30/2020 21:12,
CakebreadId_0128,43,01/30/2020 21:12,
CakebreadId_0128,44,01/30/2020 21:12,
CakebreadId_0128,46,01/30/2020 21:12,
CakebreadId_0128,38,01/30/2020 21:13,
CakebreadId_0128,43,01/30/2020 21:14,
CakebreadId_0128,44,01/30/2020 21:14,
CakebreadId_0128,47,01/30/2020 21:14,
CakebreadId_0128,44,01/30/2020 21:14,
CakebreadId_0128,43,01/30/2020 21:15,
CakebreadId_0128,40,01/30/2020 21:15,
CakebreadId_0128,44,01/30/2020 21:16,
CakebreadId_0128,45,01/30/2020 21:16,
CakebreadId_0128,40,01/30/2020 21:16,
CakebreadId_0128,38,01/30/2020 21:17,
CakebreadId_0128,43,01/30/2020 21:17,
CakebreadId_0128,47,01/30/2020 21:17,
CakebreadId_0128,46,01/30/2020 21:18,
CakebreadId_0128,43,01/30/2020 21:18,
CakebreadId_0128,42,01/30/2020 21:18,
CakebreadId_0128,39,01/30/2020 21:18,
CakebreadId_0128,38,01/30/2020 21:18,
CakebreadId_0128,41,01/30/2020 21:19,
CakebreadId_0128,44,01/30/2020 21:19,
CakebreadId_0128,42,01/30/2020 21:19,
CakebreadId_0128,39,01/30/2020 21:19,
CakebreadId_0128,38,01/30/2020 21:20,
CakebreadId_0128,42,01/30/2020 21:20,
CakebreadId_0128,43,01/30/2020 21:20,
CakebreadId_0128,46,01/30/2020 21:20,
CakebreadId_0128,43,01/30/2020 21:21,
CakebreadId_0128,39,01/30/2020 21:21,
CakebreadId_0128,43,01/30/2020 21:22,
CakebreadId_0128,46,01/30/2020 21:22,
CakebreadId_0128,45,01/30/2020 21:22,
CakebreadId_0128,39,01/30/2020 21:23,
CakebreadId_0128,42,01/30/2020 21:23,
CakebreadId_0128,43,01/30/2020 21:23,
CakebreadId_0128,46,01/30/2020 21:24,
CakebreadId_0128,47,01/30/2020 21:24,
CakebreadId_0128,41,01/30/2020 21:24,
CakebreadId_0128,37,01/30/2020 21:25,
CakebreadId_0128,42,01/30/2020 21:25,
CakebreadId_0128,47,01/30/2020 21:25,
CakebreadId_0128,42,01/30/2020 21:26,
CakebreadId_0128,39,01/30/2020 21:26,
CakebreadId_0128,38,01/30/2020 21:26,
CakebreadId_0128,43,01/30/2020 21:27,
CakebreadId_0128,44,01/30/2020 21:27,
CakebreadId_0128,46,01/30/2020 21:27,
CakebreadId_0128,44,01/30/2020 21:28,
CakebreadId_0128,39,01/30/2020 21:28,
CakebreadId_0128,47,01/30/2020 21:29,
CakebreadId_0128,40,01/30/2020 21:30,
CakebreadId_0128,39,01/30/2020 21:30,
CakebreadId_0128,45,01/30/2020 21:30,
CakebreadId_0128,48,01/30/2020 21:31,
CakebreadId_0128,46,01/30/2020 21:31,
CakebreadId_0128,47,01/30/2020 21:31,
CakebreadId_0128,38,01/30/2020 21:31,
CakebreadId_0128,39,01/30/2020 21:32,
CakebreadId_0128,42,01/30/2020 21:32,
CakebreadId_0128,46,01/30/2020 21:32,
CakebreadId_0128,45,01/30/2020 21:33,
CakebreadId_0128,38,01/30/2020 21:33,
CakebreadId_0128,42,01/30/2020 21:33,
CakebreadId_0128,41,01/30/2020 21:33,
CakebreadId_0128,44,01/30/2020 21:34,
CakebreadId_0128,45,01/30/2020 21:34,
CakebreadId_0128,44,01/30/2020 21:34,
CakebreadId_0128,38,01/30/2020 21:35,
CakebreadId_0128,41,01/30/2020 21:35,
CakebreadId_0128,47,01/30/2020 21:35,
CakebreadId_0128,42,01/30/2020 21:36,
CakebreadId_0128,39,01/30/2020 21:36,
CakebreadId_0128,43,01/30/2020 21:37,
CakebreadId_0128,44,01/30/2020 21:37,
CakebreadId_0128,46,01/30/2020 21:37,
CakebreadId_0128,41,01/30/2020 21:38,
CakebreadId_0128,39,01/30/2020 21:38,
CakebreadId_0128,41,01/30/2020 21:38,
CakebreadId_0128,43,01/30/2020 21:39,
CakebreadId_0128,46,01/30/2020 21:39,
CakebreadId_0128,45,01/30/2020 21:39,
CakebreadId_0128,42,01/30/2020 21:39,
CakebreadId_0128,41,01/30/2020 21:39,
CakebreadId_0128,38,01/30/2020 21:40,
CakebreadId_0128,40,01/30/2020 21:40,
CakebreadId_0128,43,01/30/2020 21:40,
CakebreadId_0128,42,01/30/2020 21:40,
CakebreadId_0128,43,01/30/2020 21:40,
CakebreadId_0128,46,01/30/2020 21:41,
CakebreadId_0128,47,01/30/2020 21:41,
CakebreadId_0128,39,01/30/2020 21:42,
CakebreadId_0128,42,01/30/2020 21:42,
CakebreadId_0128,44,01/30/2020 21:42,
CakebreadId_0128,47,01/30/2020 21:42,
CakebreadId_0128,46,01/30/2020 21:43,
CakebreadId_0128,39,01/30/2020 21:43,
CakebreadId_0128,43,01/30/2020 21:44,
CakebreadId_0128,38,01/30/2020 21:44,
CakebreadId_0128,43,01/30/2020 21:45,
CakebreadId_0128,44,01/30/2020 21:45,
CakebreadId_0128,46,01/30/2020 21:46,
CakebreadId_0128,40,01/30/2020 21:46,
CakebreadId_0128,38,01/30/2020 21:46,
CakebreadId_0128,39,01/30/2020 21:47,
CakebreadId_0128,42,01/30/2020 21:47,
CakebreadId_0128,43,01/30/2020 21:47,
CakebreadId_0128,48,01/30/2020 21:47,
CakebreadId_0128,46,01/30/2020 21:48,
CakebreadId_0128,43,01/30/2020 21:48,
CakebreadId_0128,44,01/30/2020 21:48,
CakebreadId_0128,39,01/30/2020 21:48,
CakebreadId_0128,47,01/30/2020 21:50,
CakebreadId_0128,43,01/30/2020 21:50,
CakebreadId_0128,38,01/30/2020 21:50,
CakebreadId_0128,43,01/30/2020 21:51,
CakebreadId_0128,44,01/30/2020 21:51,
CakebreadId_0128,47,01/30/2020 21:51,
CakebreadId_0128,39,01/30/2020 21:52,
CakebreadId_0128,45,01/30/2020 21:53,
CakebreadId_0128,46,01/30/2020 21:53,
CakebreadId_0128,43,01/30/2020 21:54,
CakebreadId_0128,39,01/30/2020 21:54,
CakebreadId_0128,42,01/30/2020 21:55,
CakebreadId_0128,43,01/30/2020 21:55,
CakebreadId_0128,47,01/30/2020 21:55,
CakebreadId_0128,44,01/30/2020 21:56,
CakebreadId_0128,40,01/30/2020 21:56,
CakebreadId_0128,37,01/30/2020 21:56,
CakebreadId_0128,42,01/30/2020 21:57,
CakebreadId_0128,46,01/30/2020 21:57,
CakebreadId_0128,44,01/30/2020 21:57,
CakebreadId_0128,40,01/30/2020 21:58,
CakebreadId_0128,38,01/30/2020 21:58,
CakebreadId_0128,43,01/30/2020 21:58,
CakebreadId_0128,46,01/30/2020 21:59,
CakebreadId_0128,40,01/30/2020 22:00,
CakebreadId_0128,38,01/30/2020 22:00,
CakebreadId_0128,42,01/30/2020 22:00,
CakebreadId_0128,44,01/30/2020 22:01,
CakebreadId_0128,46,01/30/2020 22:01,
CakebreadId_0128,44,01/30/2020 22:01,
CakebreadId_0128,40,01/30/2020 22:02,
CakebreadId_0128,45,01/30/2020 22:02,
CakebreadId_0128,47,01/30/2020 22:03,
CakebreadId_0128,46,01/30/2020 22:03,
CakebreadId_0128,42,01/30/2020 22:03,
CakebreadId_0128,38,01/30/2020 22:04,
CakebreadId_0128,41,01/30/2020 22:04,
CakebreadId_0128,46,01/30/2020 22:05,
CakebreadId_0128,39,01/30/2020 22:05,
CakebreadId_0128,44,01/30/2020 22:06,
CakebreadId_0128,46,01/30/2020 22:07,
CakebreadId_0128,43,01/30/2020 22:07,
CakebreadId_0128,37,01/30/2020 22:07,
CakebreadId_0128,42,01/30/2020 22:08,
CakebreadId_0128,44,01/30/2020 22:08,
CakebreadId_0128,47,01/30/2020 22:08,
CakebreadId_0128,44,01/30/2020 22:09,
CakebreadId_0128,39,01/30/2020 22:09,
CakebreadId_0128,42,01/30/2020 22:09,
CakebreadId_0128,44,01/30/2020 22:10,
CakebreadId_0128,46,01/30/2020 22:10,
CakebreadId_0128,41,01/30/2020 22:11,
CakebreadId_0128,38,01/30/2020 22:11,
CakebreadId_0128,39,01/30/2020 22:11,
CakebreadId_0128,42,01/30/2020 22:11,
CakebreadId_0128,44,01/30/2020 22:12,
CakebreadId_0128,46,01/30/2020 22:12,
CakebreadId_0128,43,01/30/2020 22:12,
CakebreadId_0128,40,01/30/2020 22:13,
CakebreadId_0128,39,01/30/2020 22:13,
CakebreadId_0128,43,01/30/2020 22:13,
CakebreadId_0128,47,01/30/2020 22:14,
CakebreadId_0128,46,01/30/2020 22:14,
CakebreadId_0128,38,01/30/2020 22:15,
CakebreadId_0128,43,01/30/2020 22:15,
CakebreadId_0128,46,01/30/2020 22:16,
CakebreadId_0128,39,01/30/2020 22:17,
CakebreadId_0128,42,01/30/2020 22:17,
CakebreadId_0128,45,01/30/2020 22:18,
CakebreadId_0128,43,01/30/2020 22:18,
CakebreadId_0128,38,01/30/2020 22:19,
CakebreadId_0128,40,01/30/2020 22:19,
CakebreadId_0128,44,01/30/2020 22:19,
CakebreadId_0128,47,01/30/2020 22:19,
CakebreadId_0128,43,01/30/2020 22:20,
CakebreadId_0128,38,01/30/2020 22:21,
CakebreadId_0128,44,01/30/2020 22:21,
CakebreadId_0128,45,01/30/2020 22:22,
CakebreadId_0128,42,01/30/2020 22:22,
CakebreadId_0128,40,01/30/2020 22:23,
CakebreadId_0128,36,01/30/2020 22:23,
CakebreadId_0128,42,01/30/2020 22:23,
CakebreadId_0128,45,01/30/2020 22:24,
CakebreadId_0128,47,01/30/2020 22:24,
CakebreadId_0128,41,01/30/2020 22:25,
CakebreadId_0128,40,01/30/2020 22:25,
CakebreadId_0128,37,01/30/2020 22:25,
CakebreadId_0128,40,01/30/2020 22:25,
CakebreadId_0128,45,01/30/2020 22:26,
CakebreadId_0128,46,01/30/2020 22:26,
CakebreadId_0128,44,01/30/2020 22:26,
CakebreadId_0128,41,01/30/2020 22:27,
CakebreadId_0128,38,01/30/2020 22:27,
CakebreadId_0128,40,01/30/2020 22:27,
CakebreadId_0128,39,01/30/2020 22:27,
CakebreadId_0128,44,01/30/2020 22:28,
CakebreadId_0128,46,01/30/2020 22:28,
CakebreadId_0128,42,01/30/2020 22:29,
CakebreadId_0128,43,01/30/2020 22:29,
CakebreadId_0128,36,01/30/2020 22:29,
CakebreadId_0128,43,01/30/2020 22:30,
CakebreadId_0128,46,01/30/2020 22:30,
CakebreadId_0128,45,01/30/2020 22:31,
CakebreadId_0128,41,01/30/2020 22:31,
CakebreadId_0128,42,01/30/2020 22:31,
CakebreadId_0128,39,01/30/2020 22:31,
CakebreadId_0128,41,01/30/2020 22:32,
CakebreadId_0128,46,01/30/2020 22:32,
CakebreadId_0128,43,01/30/2020 22:33,
CakebreadId_0128,41,01/30/2020 22:33,
CakebreadId_0128,42,01/30/2020 22:33,
CakebreadId_0128,39,01/30/2020 22:34,
CakebreadId_0128,37,01/30/2020 22:34,
CakebreadId_0128,47,01/30/2020 22:35,
CakebreadId_0128,45,01/30/2020 22:35,
CakebreadId_0128,41,01/30/2020 22:36,
CakebreadId_0128,40,01/30/2020 22:36,
CakebreadId_0128,36,01/30/2020 22:36,
CakebreadId_0128,47,01/30/2020 22:37,
CakebreadId_0128,44,01/30/2020 22:37,
CakebreadId_0128,41,01/30/2020 22:38,
CakebreadId_0128,39,01/30/2020 22:38,
CakebreadId_0128,44,01/30/2020 22:39,
CakebreadId_0128,47,01/30/2020 22:39,
CakebreadId_0128,44,01/30/2020 22:40,
CakebreadId_0128,41,01/30/2020 22:40,
CakebreadId_0128,38,01/30/2020 22:41,
CakebreadId_0128,46,01/30/2020 22:41,
CakebreadId_0128,43,01/30/2020 22:42,
CakebreadId_0128,41,01/30/2020 22:42,
CakebreadId_0128,38,01/30/2020 22:43,
CakebreadId_0128,47,01/30/2020 22:43,
CakebreadId_0128,43,01/30/2020 22:44,
CakebreadId_0128,44,01/30/2020 22:44,
CakebreadId_0128,41,01/30/2020 22:45,
CakebreadId_0128,38,01/30/2020 22:45,
CakebreadId_0128,43,01/30/2020 22:46,
CakebreadId_0128,46,01/30/2020 22:46,
CakebreadId_0128,40,01/30/2020 22:47,
CakebreadId_0128,36,01/30/2020 22:47,
CakebreadId_0128,43,01/30/2020 22:48,
CakebreadId_0128,47,01/30/2020 22:48,
CakebreadId_0128,42,01/30/2020 22:49,
CakebreadId_0128,39,01/30/2020 22:49,
CakebreadId_0128,36,01/30/2020 22:50,
CakebreadId_0128,37,01/30/2020 22:50,
CakebreadId_0128,42,01/30/2020 22:50,
CakebreadId_0128,46,01/30/2020 22:50,
CakebreadId_0128,42,01/30/2020 22:51,
CakebreadId_0128,38,01/30/2020 22:52,
CakebreadId_0128,36,01/30/2020 22:52,
CakebreadId_0128,45,01/30/2020 22:52,
CakebreadId_0128,47,01/30/2020 22:53,
CakebreadId_0128,37,01/30/2020 22:54,
CakebreadId_0128,44,01/30/2020 22:55,
CakebreadId_0128,46,01/30/2020 22:55,
CakebreadId_0128,45,01/30/2020 22:55,
CakebreadId_0128,43,01/30/2020 22:56,
CakebreadId_0128,39,01/30/2020 22:56,
CakebreadId_0128,43,01/30/2020 22:57,
CakebreadId_0128,46,01/30/2020 22:57,
CakebreadId_0128,47,01/30/2020 22:57,
CakebreadId_0128,37,01/30/2020 22:59,
CakebreadId_0128,42,01/30/2020 22:59,
CakebreadId_0128,47,01/30/2020 23:00,
CakebreadId_0128,44,01/30/2020 23:00,
CakebreadId_0128,43,01/30/2020 23:01,
CakebreadId_0128,39,01/30/2020 23:01,
CakebreadId_0128,36,01/30/2020 23:01,
CakebreadId_0128,43,01/30/2020 23:02,
CakebreadId_0128,46,01/30/2020 23:02,
CakebreadId_0128,43,01/30/2020 23:03,
