"TAGID","INTVALUE","FLOATVALUE","STRINGVALUE","DATEVALUE","EVT_NAME","DEVICETYPE","DEVICEID","LOGICALINTERFACE_ID","EVENTTYPE","FORMAT","RCV_TIMESTAMP_UTC","UPDATED_UTC"
672937,0,8.500875473022461,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.30.56.550000,2021-05-01-01.30.56.550000
672937,0,8.484140396118164,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.33.46.552000,2021-05-01-01.33.46.552000
672937,0,8.70308780670166,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.10.18.555000,2021-05-01-03.10.18.555000
672937,0,8.671610832214355,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.02.39.706000,2021-05-01-05.02.39.706000
672937,0,8.60235595703125,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.05.17.552000,2021-05-01-02.05.17.552000
672937,0,9.10338306427002,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.36.46.555000,2021-05-01-01.36.46.555000
672937,0,8.475202560424805,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.32.48.562000,2021-05-01-01.32.48.562000
672937,0,9.03145694732666,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.35.28.558000,2021-05-01-01.35.28.558000
672937,0,9.04951000213623,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.35.46.561000,2021-05-01-01.35.46.561000
672937,0,9.074469566345215,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.35.54.551000,2021-05-01-01.35.54.551000
672937,0,9.12998104095459,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.37.27.550000,2021-05-01-01.37.27.550000
672937,0,9.102564811706543,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-01.38.53.550000,2021-05-01-01.38.53.550000
672937,0,8.645333290100098,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.05.12.703000,2021-05-01-05.05.12.703000
672937,0,8.66748046875,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.11.43.552000,2021-05-01-03.11.43.552000
672937,0,8.632194519042969,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.14.23.553000,2021-05-01-03.14.23.553000
672937,0,8.616918563842773,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.15.32.552000,2021-05-01-03.15.32.552000
672937,0,8.756641387939453,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-04.55.10.706000,2021-05-01-04.55.10.706000
672937,0,8.727300643920898,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-04.57.04.704000,2021-05-01-04.57.04.704000
672937,0,8.630876541137695,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.06.44.708000,2021-05-01-05.06.44.708000
672937,0,8.954830169677734,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.57.31.559000,2021-05-01-02.57.31.559000
672937,0,8.896933555603027,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.59.56.553000,2021-05-01-02.59.56.553000
672937,0,8.881194114685059,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.00.39.554000,2021-05-01-03.00.39.554000
672937,0,8.826359748840332,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.03.35.553000,2021-05-01-03.03.35.553000
672937,0,8.84537410736084,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.02.50.557000,2021-05-01-03.02.50.557000
672937,0,8.838394165039062,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.02.54.554000,2021-05-01-03.02.54.554000
672937,0,8.812294960021973,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.04.24.557000,2021-05-01-03.04.24.557000
672937,0,8.771881103515625,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.06.07.552000,2021-05-01-03.06.07.552000
672937,0,9.064072608947754,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.28.46.706000,2021-05-01-08.28.46.706000
672937,0,9.03394889831543,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.30.51.563000,2021-05-01-00.30.51.563000
672937,0,9.07909870147705,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.29.12.550000,2021-05-01-00.29.12.550000
672937,0,8.631303787231445,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.14.22.706000,2021-05-01-08.14.22.706000
672937,0,8.602462768554688,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.15.39.706000,2021-05-01-08.15.39.706000
672937,0,8.495854377746582,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.23.42.710000,2021-05-01-08.23.42.710000
672937,0,9.114100456237793,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.27.00.705000,2021-05-01-08.27.00.705000
672937,0,8.517361640930176,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.21.03.706000,2021-05-01-08.21.03.706000
672937,0,9.089781761169434,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.28.07.716000,2021-05-01-08.28.07.716000
672937,0,9.100071907043457,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.26.34.707000,2021-05-01-08.26.34.707000
672937,0,8.601643562316895,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.11.02.708000,2021-05-01-05.11.02.708000
672937,0,8.535735130310059,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.27.12.716000,2021-05-01-11.27.12.716000
672937,0,8.592100143432617,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.27.30.715000,2021-05-01-11.27.30.715000
672937,0,8.577359199523926,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.14.02.709000,2021-05-01-05.14.02.709000
672937,0,8.870440483093262,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.29.03.714000,2021-05-01-11.29.03.714000
672937,0,8.826359748840332,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.06.07.708000,2021-05-01-08.06.07.708000
672937,0,8.797019958496094,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.07.34.709000,2021-05-01-08.07.34.709000
672937,0,8.80848503112793,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.06.47.706000,2021-05-01-08.06.47.706000
672937,0,8.673177719116211,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.12.05.707000,2021-05-01-08.12.05.707000
672937,0,8.667516708374023,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.12.08.707000,2021-05-01-08.12.08.707000
672937,0,8.601251602172852,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.19.15.715000,2021-05-01-11.19.15.715000
672937,0,8.59377384185791,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.19.19.723000,2021-05-01-11.19.19.723000
672937,0,8.719752311706543,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.10.19.706000,2021-05-01-08.10.19.706000
672937,0,8.713377952575684,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.10.26.710000,2021-05-01-08.10.26.710000
672937,0,8.559698104858398,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.17.49.706000,2021-05-01-08.17.49.706000
672937,0,8.769495964050293,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.08.18.746000,2021-05-01-08.08.18.746000
672937,0,8.654377937316895,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.13.29.710000,2021-05-01-08.13.29.710000
672937,0,8.500910758972168,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.26.42.712000,2021-05-01-11.26.42.712000
672937,0,8.523948669433594,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-11.26.55.717000,2021-05-01-11.26.55.717000
672937,0,8.577608108520508,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.17.22.710000,2021-05-01-08.17.22.710000
672937,0,8.632372856140137,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-02-04.35.07.022000,2021-05-02-04.35.07.022000
672937,0,8.626888275146484,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-02-04.35.10.026000,2021-05-02-04.35.10.026000
672937,0,8.519427299499512,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.23.23.552000,2021-05-01-03.23.23.552000
672937,0,8.503510475158691,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.24.09.554000,2021-05-01-03.24.09.554000
672937,0,8.491795539855957,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.25.55.550000,2021-05-01-03.25.55.550000
672937,0,8.48488712310791,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.25.58.550000,2021-05-01-03.25.58.550000
672937,0,8.495141983032227,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.27.21.554000,2021-05-01-03.27.21.554000
672937,0,8.534844398498535,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.27.40.552000,2021-05-01-03.27.40.552000
672937,0,8.66619873046875,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.28.02.551000,2021-05-01-03.28.02.551000
672937,0,8.813968658447266,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.28.22.554000,2021-05-01-03.28.22.554000
672937,0,8.88518238067627,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.28.35.553000,2021-05-01-03.28.35.553000
672937,0,8.930403709411621,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.28.43.552000,2021-05-01-03.28.43.552000
672937,0,9.02839469909668,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.28.59.552000,2021-05-01-03.28.59.552000
672937,0,9.044275283813477,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.29.25.554000,2021-05-01-03.29.25.554000
672937,0,9.056631088256836,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.29.40.550000,2021-05-01-03.29.40.550000
672937,0,9.052180290222168,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.29.48.551000,2021-05-01-03.29.48.551000
672937,0,9.09921646118164,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.30.34.551000,2021-05-01-03.30.34.551000
672937,0,9.109579086303711,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.30.55.552000,2021-05-01-03.30.55.552000
672937,0,9.10765552520752,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.31.07.554000,2021-05-01-03.31.07.554000
672937,0,9.059337615966797,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.33.50.551000,2021-05-01-03.33.50.551000
672937,0,9.018994331359863,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.36.38.551000,2021-05-01-03.36.38.551000
672937,0,9.028964042663574,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.36.23.550000,2021-05-01-03.36.23.550000
672937,0,8.922855377197266,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.36.06.564000,2021-05-01-00.36.06.564000
672937,0,8.95297908782959,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.35.10.553000,2021-05-01-00.35.10.553000
672937,0,8.882654190063477,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.37.28.552000,2021-05-01-00.37.28.552000
672937,0,8.844626426696777,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.39.18.571000,2021-05-01-00.39.18.571000
672937,0,8.812615394592285,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.40.39.554000,2021-05-01-00.40.39.554000
672937,0,8.772130012512207,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.42.21.563000,2021-05-01-00.42.21.563000
672937,0,8.741009712219238,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.43.13.551000,2021-05-01-00.43.13.551000
672937,0,8.687492370605469,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-00.45.58.560000,2021-05-01-00.45.58.560000
672937,0,8.602319717407227,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.16.16.555000,2021-05-01-03.16.16.555000
672937,0,8.562403678894043,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.19.11.553000,2021-05-01-03.19.11.553000
672937,0,8.59035587310791,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.05.58.552000,2021-05-01-02.05.58.552000
672937,0,8.576362609863281,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.06.56.553000,2021-05-01-02.06.56.553000
672937,0,8.55994701385498,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-02.08.27.553000,2021-05-01-02.08.27.553000
672937,0,8.951910018920898,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-02-06.13.38.022000,2021-05-02-06.13.38.022000
672937,0,8.88090991973877,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-02-06.17.52.023000,2021-05-02-06.17.52.023000
672937,0,8.865741729736328,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-02-06.18.35.027000,2021-05-02-06.18.35.027000
672937,0,8.742754936218262,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-05.38.08.710000,2021-05-01-05.38.08.710000
672937,0,8.477375030517578,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.55.20.710000,2021-05-01-08.55.20.710000
672937,0,8.89889144897461,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.05.50.708000,2021-05-01-09.05.50.708000
672937,0,8.5707368850708,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.56.04.709000,2021-05-01-08.56.04.709000
672937,0,8.624930381774902,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.56.14.707000,2021-05-01-08.56.14.707000
672937,0,8.744997024536133,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.56.26.721000,2021-05-01-08.56.26.721000
672937,0,8.800402641296387,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.56.40.708000,2021-05-01-08.56.40.708000
672937,0,8.946711540222168,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.57.33.751000,2021-05-01-08.57.33.751000
672937,0,8.974984169006348,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.57.48.752000,2021-05-01-08.57.48.752000
672937,0,9.045307159423828,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.58.49.708000,2021-05-01-08.58.49.708000
672937,0,9.029035568237305,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.00.04.711000,2021-05-01-09.00.04.711000
672937,0,9.005035400390625,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.00.33.754000,2021-05-01-09.00.33.754000
672937,0,8.991363525390625,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.00.56.708000,2021-05-01-09.00.56.708000
672937,0,8.954154014587402,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.03.01.712000,2021-05-01-09.03.01.712000
672937,0,8.882048606872559,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.06.20.715000,2021-05-01-09.06.20.715000
672937,0,8.79691219329834,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-09.09.30.711000,2021-05-01-09.09.30.711000
672937,0,8.99200439453125,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-03.38.25.553000,2021-05-01-03.38.25.553000
672937,0,8.527509689331055,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.55.37.710000,2021-05-01-08.55.37.710000
672937,0,8.558416366577148,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.55.49.715000,2021-05-01-08.55.49.715000
672937,0,8.839035987854004,null,null,eu,TagData_Type,"8eefd532-57be-3742-ae59-5fa11597c2fd",null,device,JSON,2021-05-01-08.56.48.709000,2021-05-01-08.56.48.709000
