SPEED,TEMPERATURE,HEAD,DEVICE_ID,PUMP_MODE,FLOW,KW_HOUR,VOLTAGE,POWER,CURRENT,TIMESTAMP,RCV_TIMESTAMP_UTC,UPDATED_UTC
1036,45.1,37.88,04714B6046D5,a,180.868,15929.479,196,2.296,9.31,3786807638,2020-01-01 00:05:24.623,2020-01-01 00:05:24.0
1036,45.4,37.882,04714B6046D5,a,180.702,15929.479,196,2.29,9.23,3786807938,2020-01-01 00:10:24.899,2020-01-01 00:10:24.0
1036,45.6,37.879,04714B6046D5,a,180.985,15929.479,196,2.291,9.29,3786808238,2020-01-01 00:15:24.795,2020-01-01 00:15:24.0
1036,46.1,37.867,04714B6046D5,a,182.086,15931.797,196,2.298,9.26,3786808538,2020-01-01 00:20:24.902,2020-01-01 00:20:24.0
1036,45.4,37.874,04714B6046D5,a,181.384,15931.797,196,2.299,9.24,3786808838,2020-01-01 00:25:24.944,2020-01-01 00:25:24.0
1036,45.4,37.844,04714B6046D5,a,183.9,15931.797,196,2.28,9.23,3786809138,2020-01-01 00:30:24.945,2020-01-01 00:30:24.0
1036,45.6,37.819,04714B6046D5,a,186.184,15931.797,196,2.321,9.37,3786809438,2020-01-01 00:35:24.838,2020-01-01 00:35:24.0
1036,45.3,37.897,04714B6046D5,a,179.326,15931.797,196,2.286,9.23,3786809738,2020-01-01 00:40:24.958,2020-01-01 00:40:24.0
1036,45.5,37.903,04714B6046D5,a,178.799,15931.797,196,2.284,9.21,3786810038,2020-01-01 00:45:24.935,2020-01-01 00:45:24.0
1036,45.3,37.897,04714B6046D5,a,179.317,15931.797,196,2.286,9.23,3786810338,2020-01-01 00:50:24.784,2020-01-01 00:50:24.0
1036,44.9,37.832,04714B6046D5,a,185.049,15931.797,196,2.312,9.31,3786810638,2020-01-01 00:55:24.793,2020-01-01 00:55:24.0
1036,45.1,37.857,04714B6046D5,a,182.893,15931.797,196,2.3,9.29,3786810938,2020-01-01 01:00:25.082,2020-01-01 01:00:25.0
1036,45.3,37.904,04714B6046D5,a,178.691,15931.797,196,2.279,9.23,3786811238,2020-01-01 01:05:25.009,2020-01-01 01:05:24.0
1036,45.3,37.896,04714B6046D5,a,179.443,15931.797,196,2.285,9.29,3786811538,2020-01-01 01:10:25.339,2020-01-01 01:10:25.0
1036,45.3,37.89,04714B6046D5,a,179.971,15931.797,196,2.287,9.23,3786811838,2020-01-01 01:15:25.126,2020-01-01 01:15:25.0
1036,45.3,37.903,04714B6046D5,a,178.75,15934.086,196,2.284,9.28,3786812138,2020-01-01 01:20:25.067,2020-01-01 01:20:25.0
1036,45.2,37.829,04714B6046D5,a,185.302,15934.086,196,2.315,9.32,3786812438,2020-01-01 01:25:25.128,2020-01-01 01:25:25.0
1036,45.4,37.898,04714B6046D5,a,179.248,15934.086,196,2.282,9.22,3786812738,2020-01-01 01:30:25.032,2020-01-01 01:30:25.0
1036,44.8,37.892,04714B6046D5,a,179.805,15934.086,196,2.29,9.19,3786813038,2020-01-01 01:35:24.908,2020-01-01 01:35:24.0
1036,45.2,37.787,04714B6046D5,a,188.825,15934.086,196,2.332,9.41,3786813338,2020-01-01 01:40:25.145,2020-01-01 01:40:25.0
1036,45,37.891,04714B6046D5,a,179.844,15934.086,196,2.29,9.26,3786813638,2020-01-01 01:45:25.023,2020-01-01 01:45:25.0
1036,45.7,37.897,04714B6046D5,a,179.287,15966.251,196,2.283,9.28,3786865828,2020-01-01 16:15:15.945,2020-01-01 16:15:15.0
1036,45.4,37.887,04714B6046D5,a,180.215,15968.563,196,2.289,9.26,3786866128,2020-01-01 16:20:15.815,2020-01-01 16:20:15.0
1036,45.6,37.867,04714B6046D5,a,182.085,15968.563,196,2.299,9.34,3786866428,2020-01-01 16:25:16.001,2020-01-01 16:25:15.0
1036,45.6,37.827,04714B6046D5,a,185.495,15968.563,196,2.32,9.35,3786866728,2020-01-01 16:30:15.792,2020-01-01 16:30:15.0
1036,45.7,37.856,04714B6046D5,a,183.01,15968.563,196,2.305,9.31,3786867028,2020-01-01 16:35:15.919,2020-01-01 16:35:15.0
1036,45.4,37.904,04714B6046D5,a,178.652,15968.563,196,2.284,9.25,3786867328,2020-01-01 16:40:16.062,2020-01-01 16:40:16.0
1036,45.5,37.946,04714B6046D5,a,174.558,15968.563,196,2.27,9.17,3786867628,2020-01-01 16:45:16.31,2020-01-01 16:45:16.0
1036,45.3,37.891,04714B6046D5,a,179.863,15968.563,196,2.285,9.21,3786867928,2020-01-01 16:50:15.86,2020-01-01 16:50:15.0
1036,45.6,37.828,04714B6046D5,a,185.418,15968.563,196,2.312,9.25,3786868228,2020-01-01 16:55:15.634,2020-01-01 16:55:15.0
1036,45.4,37.84,04714B6046D5,a,184.38,15968.563,196,2.313,9.29,3786868528,2020-01-01 17:00:15.803,2020-01-01 17:00:15.0
1036,45.4,37.804,04714B6046D5,a,187.432,15968.563,196,2.323,9.34,3786868828,2020-01-01 17:05:15.908,2020-01-01 17:05:15.0
1036,45.4,37.894,04714B6046D5,a,179.619,15968.563,196,2.288,9.27,3786869128,2020-01-01 17:10:15.829,2020-01-01 17:10:15.0
1036,45.9,37.917,04714B6046D5,a,177.44,15968.563,196,2.275,9.26,3786869428,2020-01-01 17:15:16.475,2020-01-01 17:15:16.0
1036,45.5,37.893,04714B6046D5,a,179.688,15970.853,196,2.286,9.32,3786869728,2020-01-01 17:20:15.981,2020-01-01 17:20:15.0
1036,45.6,37.904,04714B6046D5,a,178.643,15970.853,196,2.286,9.25,3786870028,2020-01-01 17:25:16.32,2020-01-01 17:25:16.0
1036,45.1,37.906,04714B6046D5,a,178.476,15970.853,196,2.281,9.21,3786870328,2020-01-01 17:30:15.893,2020-01-01 17:30:15.0
1036,45.4,37.9,04714B6046D5,a,178.994,15970.853,196,2.286,9.21,3786870628,2020-01-01 17:35:15.91,2020-01-01 17:35:15.0
1036,45.6,37.901,04714B6046D5,a,178.945,15970.853,196,2.282,9.25,3786870928,2020-01-01 17:40:15.823,2020-01-01 17:40:15.0
1036,45.4,37.857,04714B6046D5,a,182.922,15970.853,196,2.303,9.25,3786871228,2020-01-01 17:45:16.164,2020-01-01 17:45:16.0
1036,45,37.86,04714B6046D5,a,182.66,15970.853,196,2.305,9.3,3786871528,2020-01-01 17:50:16.126,2020-01-01 17:50:16.0
1047,45.5,38.383,04714B6046D5,a,205.864,15970.853,199,2.483,9.68,3786871828,2020-01-01 17:55:16.236,2020-01-01 17:55:16.0
1047,45.4,38.386,04714B6046D5,a,205.66,15970.853,199,2.49,9.66,3786872128,2020-01-01 18:00:16.106,2020-01-01 18:00:16.0
1047,45.5,38.444,04714B6046D5,a,201.756,15970.853,199,2.466,9.68,3786872428,2020-01-01 18:05:16.267,2020-01-01 18:05:16.0
1036,44.7,37.907,04714B6046D5,a,178.378,15970.853,196,2.285,9.23,3786872728,2020-01-01 18:10:16.137,2020-01-01 18:10:16.0
1047,44.8,38.522,04714B6046D5,a,196.295,15970.853,199,2.434,9.49,3786873028,2020-01-01 18:15:16.125,2020-01-01 18:15:16.0
1047,45.3,38.491,04714B6046D5,a,198.501,15973.192,199,2.447,9.57,3786873328,2020-01-01 18:20:16.515,2020-01-01 18:20:16.0
1047,45.3,38.465,04714B6046D5,a,200.23,15973.192,199,2.49,9.73,3786873628,2020-01-01 18:25:16.086,2020-01-01 18:25:16.0
1036,45.1,37.785,04714B6046D5,a,188.989,15973.192,196,2.335,9.37,3786873928,2020-01-01 18:30:16.177,2020-01-01 18:30:16.0
1047,45.3,38.511,04714B6046D5,a,197.075,15973.192,199,2.441,9.59,3786874228,2020-01-01 18:35:16.214,2020-01-01 18:35:16.0
1047,45.3,38.565,04714B6046D5,a,193.056,15973.192,199,2.418,9.46,3786874528,2020-01-01 18:40:16.157,2020-01-01 18:40:16.0
1036,45,37.895,04714B6046D5,a,179.551,15973.192,196,2.284,9.2,3786874828,2020-01-01 18:45:16.289,2020-01-01 18:45:16.0
1036,45.5,37.835,04714B6046D5,a,184.817,15973.192,196,2.315,9.34,3786875128,2020-01-01 18:50:16.062,2020-01-01 18:50:16.0
1036,45.7,37.813,04714B6046D5,a,186.687,15973.192,196,2.327,9.31,3786875428,2020-01-01 18:55:16.319,2020-01-01 18:55:16.0
1036,45.3,37.847,04714B6046D5,a,183.797,15973.192,196,2.307,9.33,3786875728,2020-01-01 19:00:16.382,2020-01-01 19:00:16.0
1047,45.6,38.59,04714B6046D5,a,191.101,15973.192,199,2.401,9.45,3786876028,2020-01-01 19:05:16.165,2020-01-01 19:05:16.0
1047,45.4,38.535,04714B6046D5,a,195.336,15973.192,199,2.427,9.49,3786876328,2020-01-01 19:10:16.215,2020-01-01 19:10:16.0
1047,44.8,38.387,04714B6046D5,a,205.594,15973.192,199,2.476,9.63,3786876628,2020-01-01 19:15:16.423,2020-01-01 19:15:16.0
1036,45.3,37.851,04714B6046D5,a,183.457,15975.553,196,2.312,9.24,3786876928,2020-01-01 19:20:16.305,2020-01-01 19:20:16.0
1036,45.1,37.867,04714B6046D5,a,182.037,15975.553,196,2.303,9.35,3786877229,2020-01-01 19:25:16.494,2020-01-01 19:25:16.0
1036,45.4,37.872,04714B6046D5,a,181.537,15975.553,196,2.275,9.18,3786877529,2020-01-01 19:30:16.429,2020-01-01 19:30:16.0
1036,45.1,37.827,04714B6046D5,a,185.486,15975.553,196,2.319,9.34,3786877829,2020-01-01 19:35:16.465,2020-01-01 19:35:16.0
1036,45,37.859,04714B6046D5,a,182.738,15975.553,196,2.307,9.24,3786878129,2020-01-01 19:40:16.52,2020-01-01 19:40:16.0
1036,45.4,37.9,04714B6046D5,a,178.994,15975.553,196,2.281,9.2,3786878429,2020-01-01 19:45:16.473,2020-01-01 19:45:16.0
1036,45.1,37.873,04714B6046D5,a,181.491,15975.553,196,2.294,9.25,3786878729,2020-01-01 19:50:16.541,2020-01-01 19:50:16.0
1036,44.8,37.856,04714B6046D5,a,183,15975.553,196,2.305,9.3,3786879029,2020-01-01 19:55:16.513,2020-01-01 19:55:16.0
1036,45.3,37.818,04714B6046D5,a,186.222,15975.553,196,2.317,9.29,3786879329,2020-01-01 20:00:16.512,2020-01-01 20:00:16.0
1036,45.2,37.884,04714B6046D5,a,180.546,15975.553,196,2.29,9.23,3786879629,2020-01-01 20:05:16.545,2020-01-01 20:05:16.0
1047,45.3,38.526,04714B6046D5,a,195.957,15975.553,199,2.434,9.54,3786879929,2020-01-01 20:10:16.435,2020-01-01 20:10:16.0
1047,45.6,38.337,04714B6046D5,a,208.759,15975.553,199,2.503,9.69,3786880229,2020-01-01 20:15:16.486,2020-01-01 20:15:16.0
1047,45,38.498,04714B6046D5,a,198.032,15977.866,199,2.448,9.59,3786880529,2020-01-01 20:20:16.545,2020-01-01 20:20:16.0
1047,45.4,38.394,04714B6046D5,a,205.129,15977.866,199,2.473,9.57,3786880829,2020-01-01 20:25:16.611,2020-01-01 20:25:16.0
1047,45.1,38.399,04714B6046D5,a,204.776,15977.866,199,2.482,9.65,3786881129,2020-01-01 20:30:16.742,2020-01-01 20:30:16.0
1047,45.3,38.424,04714B6046D5,a,203.119,15977.866,199,2.473,9.71,3786881429,2020-01-01 20:35:16.553,2020-01-01 20:35:16.0
1047,44.7,38.527,04714B6046D5,a,195.938,15977.866,199,2.432,9.46,3786881729,2020-01-01 20:40:16.509,2020-01-01 20:40:16.0
1047,46,38.438,04714B6046D5,a,202.186,15977.866,199,2.47,9.67,3786882029,2020-01-01 20:45:16.857,2020-01-01 20:45:16.0
1036,45.1,37.888,04714B6046D5,a,180.156,15977.866,196,2.292,9.28,3786882329,2020-01-01 20:50:16.582,2020-01-01 20:50:16.0
1047,44.9,38.532,04714B6046D5,a,195.515,15977.866,199,2.436,9.62,3786882629,2020-01-01 20:55:16.726,2020-01-01 20:55:16.0
1047,45.7,38.382,04714B6046D5,a,205.911,15977.866,199,2.491,9.69,3786882929,2020-01-01 21:00:16.819,2020-01-01 21:00:16.0
1036,45.6,37.964,04714B6046D5,a,172.7,15977.866,196,2.245,9.14,3786883229,2020-01-01 21:05:16.611,2020-01-01 21:05:16.0
1036,44.7,37.909,04714B6046D5,a,178.232,15977.866,196,2.287,9.23,3786883529,2020-01-01 21:10:16.791,2020-01-01 21:10:16.0
1036,45.4,37.783,04714B6046D5,a,189.143,15977.866,196,2.329,9.32,3786883829,2020-01-01 21:15:16.876,2020-01-01 21:15:16.0
1047,45.5,38.53,04714B6046D5,a,195.656,15980.446,199,2.429,9.61,3786884129,2020-01-01 21:20:16.936,2020-01-01 21:20:16.0
1047,45.4,38.557,04714B6046D5,a,193.669,15980.446,199,2.426,9.5,3786884429,2020-01-01 21:25:16.883,2020-01-01 21:25:16.0
1036,45.4,37.836,04714B6046D5,a,184.59,15980.446,196,2.347,9.4,3786884729,2020-01-01 21:30:16.815,2020-01-01 21:30:16.0
1036,45.4,37.763,04714B6046D5,a,190.706,15980.446,196,2.344,9.37,3786885029,2020-01-01 21:35:16.9,2020-01-01 21:35:16.0
1036,45.5,37.772,04714B6046D5,a,189.817,15980.446,196,2.312,9.29,3786885329,2020-01-01 21:40:16.85,2020-01-01 21:40:16.0
1036,45.1,37.807,04714B6046D5,a,187.171,15980.446,196,2.322,9.35,3786885629,2020-01-01 21:45:16.777,2020-01-01 21:45:16.0
1036,45.4,37.855,04714B6046D5,a,183.117,15980.446,196,2.307,9.28,3786885929,2020-01-01 21:50:17.051,2020-01-01 21:50:17.0
1036,44.9,37.815,04714B6046D5,a,186.503,15980.446,196,2.322,9.37,3786886229,2020-01-01 21:55:16.738,2020-01-01 21:55:16.0
1036,45.2,37.731,04714B6046D5,a,193.131,15980.446,196,2.351,9.42,3786886529,2020-01-01 22:00:16.793,2020-01-01 22:00:16.0
1036,44.5,37.891,04714B6046D5,a,179.863,15980.446,196,2.291,9.26,3786886829,2020-01-01 22:05:16.731,2020-01-01 22:05:16.0
1047,45,38.541,04714B6046D5,a,194.837,15980.446,199,2.426,9.54,3786887129,2020-01-01 22:10:16.901,2020-01-01 22:10:16.0
1047,45.3,38.465,04714B6046D5,a,200.345,15980.446,199,2.458,9.6,3786887429,2020-01-01 22:15:17.222,2020-01-01 22:15:17.0
1036,44.9,37.744,04714B6046D5,a,192.077,15982.813,196,2.369,9.5,3786887729,2020-01-01 22:20:17.143,2020-01-01 22:20:17.0
1036,45.5,37.845,04714B6046D5,a,183.952,15982.813,196,2.31,9.33,3786888029,2020-01-01 22:25:16.918,2020-01-01 22:25:16.0
1036,45.5,37.855,04714B6046D5,a,183.146,15982.813,196,2.303,9.23,3786888329,2020-01-01 22:30:16.969,2020-01-01 22:30:16.0
1036,45.5,37.788,04714B6046D5,a,188.709,15982.813,196,2.329,9.39,3786888629,2020-01-01 22:35:17.144,2020-01-01 22:35:17.0
1036,45.6,37.784,04714B6046D5,a,188.999,15982.813,196,2.336,9.35,3786888929,2020-01-01 22:40:16.911,2020-01-01 22:40:16.0
1047,45.6,38.548,04714B6046D5,a,194.319,15982.813,199,2.42,9.53,3786889229,2020-01-01 22:45:17.299,2020-01-01 22:45:17.0
1036,45.4,37.889,04714B6046D5,a,180.088,15982.813,196,2.287,9.21,3786889529,2020-01-01 22:50:17.049,2020-01-01 22:50:17.0
1036,45,37.923,04714B6046D5,a,176.872,15982.813,196,2.273,9.25,3786889829,2020-01-01 22:55:16.999,2020-01-01 22:55:16.0
1036,45.4,37.842,04714B6046D5,a,184.253,15982.813,196,2.305,9.26,3786890129,2020-01-01 23:00:16.954,2020-01-01 23:00:16.0
1047,45.6,38.485,04714B6046D5,a,198.95,15982.813,199,2.449,9.62,3786890429,2020-01-01 23:05:17.247,2020-01-01 23:05:17.0
1036,45.9,37.811,04714B6046D5,a,186.881,15982.813,196,2.327,9.31,3786890729,2020-01-01 23:10:17.133,2020-01-01 23:10:17.0
1036,45.4,37.894,04714B6046D5,a,179.462,15982.813,196,2.262,9.2,3786891029,2020-01-01 23:15:17.166,2020-01-01 23:15:17.0
1036,45.4,37.895,04714B6046D5,a,179.512,15985.135,196,2.286,9.28,3786891329,2020-01-01 23:20:17.417,2020-01-01 23:20:17.0
1047,45.4,38.361,04714B6046D5,a,207.257,15985.135,199,2.488,9.68,3786891629,2020-01-01 23:25:17.346,2020-01-01 23:25:17.0
1047,45.4,38.499,04714B6046D5,a,197.9,15985.135,199,2.436,9.5,3786891929,2020-01-01 23:30:17.196,2020-01-01 23:30:17.0
1047,46,38.522,04714B6046D5,a,196.248,15985.135,199,2.439,9.57,3786892229,2020-01-01 23:35:17.347,2020-01-01 23:35:17.0
1047,45.4,38.568,04714B6046D5,a,192.83,15985.135,199,2.415,9.51,3786892529,2020-01-01 23:40:17.406,2020-01-01 23:40:17.0
1036,45.1,37.902,04714B6046D5,a,178.827,15985.135,196,2.301,9.32,3786892829,2020-01-01 23:45:17.475,2020-01-01 23:45:17.0
1047,45.3,38.41,04714B6046D5,a,204.069,15985.135,199,2.477,9.67,3786893129,2020-01-01 23:50:17.404,2020-01-01 23:50:17.0
1047,45.5,38.471,04714B6046D5,a,199.915,15985.135,199,2.457,9.55,3786893429,2020-01-01 23:55:17.33,2020-01-01 23:55:17.0
1047,45.1,38.508,04714B6046D5,a,197.253,15985.135,199,2.436,9.51,3786893729,2020-01-02 00:00:17.434,2020-01-02 00:00:17.0
1036,45.6,37.93,04714B6046D5,a,176.157,15985.135,196,2.272,9.27,3786894029,2020-01-02 00:05:17.203,2020-01-02 00:05:17.0
1036,45.1,37.903,04714B6046D5,a,178.779,15985.135,196,2.283,9.22,3786894329,2020-01-02 00:10:17.473,2020-01-02 00:10:17.0
1036,45.6,37.866,04714B6046D5,a,182.163,15985.135,196,2.3,9.29,3786894629,2020-01-02 00:15:17.347,2020-01-02 00:15:17.0
1036,45.3,37.888,04714B6046D5,a,180.126,15987.514,196,2.284,9.21,3786894929,2020-01-02 00:20:17.478,2020-01-02 00:20:17.0
1036,45.4,37.843,04714B6046D5,a,184.137,15987.514,196,2.311,9.31,3786895229,2020-01-02 00:25:17.531,2020-01-02 00:25:17.0
1047,45.1,38.531,04714B6046D5,a,195.571,15987.514,199,2.431,9.49,3786895529,2020-01-02 00:30:17.445,2020-01-02 00:30:17.0
1047,45.1,38.568,04714B6046D5,a,192.773,15987.514,199,2.415,9.46,3786895829,2020-01-02 00:35:17.567,2020-01-02 00:35:17.0
1036,45.2,37.907,04714B6046D5,a,178.34,15987.514,196,2.279,9.23,3786896129,2020-01-02 00:40:17.459,2020-01-02 00:40:17.0
1036,45.5,37.832,04714B6046D5,a,185.107,15987.514,196,2.31,9.21,3786896429,2020-01-02 00:45:17.586,2020-01-02 00:45:17.0
1047,45.4,38.461,04714B6046D5,a,200.644,15987.514,199,2.457,9.63,3786896729,2020-01-02 00:50:17.642,2020-01-02 00:50:17.0
1047,45.4,38.47,04714B6046D5,a,199.99,15987.514,199,2.457,9.65,3786897029,2020-01-02 00:55:17.742,2020-01-02 00:55:17.0
1047,45.3,38.49,04714B6046D5,a,198.603,15987.514,199,2.453,9.61,3786897329,2020-01-02 01:00:17.77,2020-01-02 01:00:17.0
1047,45.3,38.6,04714B6046D5,a,190.288,15987.514,199,2.407,9.45,3786897630,2020-01-02 01:05:18.046,2020-01-02 01:05:18.0
1047,45.4,38.492,04714B6046D5,a,198.407,15987.514,199,2.444,9.61,3786897930,2020-01-02 01:10:17.684,2020-01-02 01:10:17.0
1036,45.2,37.742,04714B6046D5,a,192.333,15987.514,196,2.35,9.46,3786898230,2020-01-02 01:15:17.675,2020-01-02 01:15:17.0
1036,45.4,37.871,04714B6046D5,a,181.715,15989.872,196,2.294,9.3,3786898530,2020-01-02 01:20:17.825,2020-01-02 01:20:17.0
1036,45.1,37.885,04714B6046D5,a,180.429,15989.872,196,2.295,9.34,3786898830,2020-01-02 01:25:18.063,2020-01-02 01:25:18.0
1036,45.3,37.832,04714B6046D5,a,185.059,15989.872,196,2.31,9.28,3786899130,2020-01-02 01:30:17.713,2020-01-02 01:30:17.0
1036,45.5,37.856,04714B6046D5,a,182.99,15989.872,196,2.306,9.29,3786899430,2020-01-02 01:35:17.929,2020-01-02 01:35:17.0
1036,45.4,37.844,04714B6046D5,a,184.069,15989.872,196,2.31,9.28,3786899730,2020-01-02 01:40:17.611,2020-01-02 01:40:17.0
1036,45,37.9,04714B6046D5,a,179.033,15989.872,196,2.289,9.24,3786900030,2020-01-02 01:45:17.651,2020-01-02 01:45:17.0
1036,45,37.862,04714B6046D5,a,182.484,15989.872,196,2.302,9.27,3786900330,2020-01-02 01:50:17.583,2020-01-02 01:50:17.0
1036,45.5,37.763,04714B6046D5,a,190.697,15989.872,196,2.344,9.34,3786900630,2020-01-02 01:55:17.933,2020-01-02 01:55:17.0
1036,45.4,37.887,04714B6046D5,a,180.214,15989.872,196,2.297,9.25,3786900930,2020-01-02 02:00:17.978,2020-01-02 02:00:17.0
1036,45.4,37.905,04714B6046D5,a,178.594,15989.872,196,2.285,9.17,3786901230,2020-01-02 02:05:17.762,2020-01-02 02:05:17.0
1036,45.3,37.89,04714B6046D5,a,179.922,15989.872,196,2.286,9.27,3786901530,2020-01-02 02:10:17.847,2020-01-02 02:10:17.0
1047,45.3,38.544,04714B6046D5,a,194.621,15989.872,199,2.427,9.56,3786901830,2020-01-02 02:15:17.94,2020-01-02 02:15:17.0
1036,44.4,37.882,04714B6046D5,a,180.673,15992.181,196,2.292,9.25,3786902130,2020-01-02 02:20:17.905,2020-01-02 02:20:17.0
1036,45.7,37.828,04714B6046D5,a,185.368,15992.181,196,2.324,9.29,3786902430,2020-01-02 02:25:18.04,2020-01-02 02:25:18.0
1036,45.4,37.855,04714B6046D5,a,183.078,15992.181,196,2.303,9.29,3786902730,2020-01-02 02:30:17.996,2020-01-02 02:30:17.0
1036,44.8,37.874,04714B6046D5,a,181.452,15992.181,196,2.301,9.32,3786903030,2020-01-02 02:35:17.721,2020-01-02 02:35:17.0
1036,45.2,37.843,04714B6046D5,a,184.137,15992.181,196,2.297,9.28,3786903330,2020-01-02 02:40:18.044,2020-01-02 02:40:18.0
1036,45.6,37.881,04714B6046D5,a,180.751,15992.181,196,2.294,9.23,3786903630,2020-01-02 02:45:18.083,2020-01-02 02:45:18.0
1036,45.2,37.87,04714B6046D5,a,181.784,15992.181,196,2.301,9.25,3786903930,2020-01-02 02:50:18.493,2020-01-02 02:50:18.0
1036,45.1,37.903,04714B6046D5,a,178.721,15992.181,196,2.286,9.21,3786904230,2020-01-02 02:55:18.143,2020-01-02 02:55:18.0
1036,45.7,37.894,04714B6046D5,a,179.639,15992.181,196,2.287,9.29,3786904530,2020-01-02 03:00:18.004,2020-01-02 03:00:17.0
1036,45.5,37.888,04714B6046D5,a,180.107,15992.181,196,2.289,9.27,3786904830,2020-01-02 03:05:18.147,2020-01-02 03:05:18.0
1036,45.3,37.876,04714B6046D5,a,181.238,15992.181,196,2.292,9.25,3786905130,2020-01-02 03:10:18.258,2020-01-02 03:10:18.0
1036,45.2,37.9,04714B6046D5,a,179.043,15992.181,196,2.283,9.26,3786905430,2020-01-02 03:15:18.038,2020-01-02 03:15:18.0
1036,45.3,37.923,04714B6046D5,a,176.901,15994.47,196,2.274,9.2,3786905730,2020-01-02 03:20:18.254,2020-01-02 03:20:18.0
1036,45.3,37.909,04714B6046D5,a,178.222,15994.47,196,2.278,9.22,3786906030,2020-01-02 03:25:18.098,2020-01-02 03:25:18.0
1036,45.3,37.884,04714B6046D5,a,180.488,15994.47,196,2.29,9.21,3786906330,2020-01-02 03:30:18.197,2020-01-02 03:30:18.0
1036,45.1,37.752,04714B6046D5,a,191.515,15994.47,196,2.346,9.45,3786906630,2020-01-02 03:35:18.178,2020-01-02 03:35:18.0
1036,45.3,37.826,04714B6046D5,a,185.468,15994.47,196,2.297,9.25,3786906930,2020-01-02 03:40:18.348,2020-01-02 03:40:18.0
1036,45.1,37.901,04714B6046D5,a,178.945,15994.47,196,2.285,9.3,3786907230,2020-01-02 03:45:18.301,2020-01-02 03:45:18.0
1036,44.8,37.817,04714B6046D5,a,186.368,15994.47,196,2.323,9.36,3786907530,2020-01-02 03:50:18.281,2020-01-02 03:50:18.0
1036,45.4,37.867,04714B6046D5,a,182.056,15994.47,196,2.299,9.25,3786907830,2020-01-02 03:55:18.243,2020-01-02 03:55:18.0
1036,44.7,37.813,04714B6046D5,a,186.648,15994.47,196,2.318,9.29,3786908130,2020-01-02 04:00:18.184,2020-01-02 04:00:18.0
1036,45.3,37.817,04714B6046D5,a,186.378,15994.47,196,2.32,9.36,3786908430,2020-01-02 04:05:18.227,2020-01-02 04:05:18.0
1036,45.4,37.861,04714B6046D5,a,182.59,15994.47,196,2.312,9.37,3786908730,2020-01-02 04:10:18.306,2020-01-02 04:10:18.0
1036,45.4,37.833,04714B6046D5,a,184.941,15994.47,196,2.324,9.34,3786909030,2020-01-02 04:15:18.34,2020-01-02 04:15:18.0
1036,45.4,37.915,04714B6046D5,a,177.616,15996.764,196,2.277,9.23,3786909330,2020-01-02 04:20:18.211,2020-01-02 04:20:18.0
1036,45.3,37.894,04714B6046D5,a,179.561,15996.764,196,2.288,9.25,3786909630,2020-01-02 04:25:18.325,2020-01-02 04:25:18.0
1036,45.3,37.891,04714B6046D5,a,179.863,15996.764,196,2.287,9.2,3786909930,2020-01-02 04:30:18.264,2020-01-02 04:30:18.0
1036,45.4,37.914,04714B6046D5,a,177.763,15996.764,196,2.286,9.21,3786910230,2020-01-02 04:35:18.332,2020-01-02 04:35:18.0
1036,45,37.891,04714B6046D5,a,179.912,15996.764,196,2.289,9.23,3786910530,2020-01-02 04:40:18.306,2020-01-02 04:40:18.0
1036,45.2,37.862,04714B6046D5,a,182.455,15996.764,196,2.299,9.27,3786910830,2020-01-02 04:45:18.315,2020-01-02 04:45:18.0
1036,45.2,37.807,04714B6046D5,a,187.171,15996.764,196,2.319,9.28,3786911130,2020-01-02 04:50:18.252,2020-01-02 04:50:18.0
1036,45.3,37.853,04714B6046D5,a,183.272,15996.764,196,2.308,9.24,3786911430,2020-01-02 04:55:18.51,2020-01-02 04:55:18.0
1036,45.6,37.845,04714B6046D5,a,184.001,15996.764,196,2.309,9.27,3786911730,2020-01-02 05:00:18.633,2020-01-02 05:00:18.0
1036,45.4,37.799,04714B6046D5,a,187.819,15996.764,196,2.325,9.32,3786912030,2020-01-02 05:05:18.548,2020-01-02 05:05:18.0
1036,45.3,37.835,04714B6046D5,a,184.845,15996.764,196,2.316,9.32,3786912330,2020-01-02 05:10:18.551,2020-01-02 05:10:18.0
1036,45.1,37.805,04714B6046D5,a,187.365,15996.764,196,2.324,9.32,3786912630,2020-01-02 05:15:18.701,2020-01-02 05:15:18.0
1036,45.2,37.903,04714B6046D5,a,178.711,15999.064,196,2.285,9.28,3786912930,2020-01-02 05:20:18.623,2020-01-02 05:20:18.0
1036,45.5,37.873,04714B6046D5,a,181.511,15999.064,196,2.298,9.29,3786913230,2020-01-02 05:25:18.588,2020-01-02 05:25:18.0
1047,45.4,38.563,04714B6046D5,a,193.207,15999.064,199,2.419,9.48,3786913530,2020-01-02 05:30:18.683,2020-01-02 05:30:18.0
1036,45.4,37.913,04714B6046D5,a,177.831,15999.064,196,2.279,9.26,3786913830,2020-01-02 05:35:18.495,2020-01-02 05:35:18.0
1036,44.8,37.912,04714B6046D5,a,177.9,15999.064,196,2.279,9.3,3786914130,2020-01-02 05:40:18.908,2020-01-02 05:40:18.0
1036,45.4,37.915,04714B6046D5,a,177.626,15999.064,196,2.277,9.25,3786914430,2020-01-02 05:45:18.676,2020-01-02 05:45:18.0
1036,45.2,37.923,04714B6046D5,a,176.803,15999.064,196,2.279,9.21,3786914730,2020-01-02 05:50:18.81,2020-01-02 05:50:18.0
