groupdId,edgeNodeId,timestamp,seq,metricName,metricTS,dataType,Val,timestamp_date,metricTS_date,SDEV,DELTA,$O-Anomaly,$O-AnomalyIndex,$O-PeerGroup,$O-Field-1,$O-FieldImpact-1,$O-Field-2,$O-FieldImpact-2,$O-Field-3,$O-FieldImpact-3
"Cakebread","RuthNorth",1561754230998,1,"TT_ProdRoom",1561754201505,"Float",73.042150,2019-06-28 20:37:10,2019-06-28 20:36:41,1.949464,3.381376,"T",85.240636,2,"SDEV",0.533226,"DELTA",0.454144,"Val",0.012630
"Cakebread","RuthNorth",1561754230998,1,"TT_ProdRoom",1561754211508,"Float",73.040245,2019-06-28 20:37:10,2019-06-28 20:36:51,1.689460,3.381376,"T",75.190502,2,"DELTA",0.514846,"SDEV",0.470847,"Val",0.014307
"Cakebread","RuthNorth",1561754198210,0,"TT_ProdRoom",1561754198210,"Float",73.036680,2019-06-28 20:36:38,2019-06-28 20:36:38,1.685908,3.375906,"T",74.947157,2,"DELTA",0.515051,"SDEV",0.470616,"Val",0.014333
"Cakebread","RuthNorth",1561741452854,0,"TT_ProdRoom",1561741452854,"Float",63.469444,2019-06-28 17:04:12,2019-06-28 17:04:12,0.064953,0.132156,"T",12.560577,1,"DELTA",0.505101,"SDEV",0.475528,"Val",0.019371
"Cakebread","RuthNorth",1561743503270,68,"TT_ProdRoom",1561743498273,"Float",63.689156,2019-06-28 17:38:23,2019-06-28 17:38:18,0.055866,0.125716,"T",10.224138,1,"DELTA",0.550906,"SDEV",0.409100,"Val",0.039994
"Cakebread","RuthNorth",1561743533277,69,"TT_ProdRoom",1561743503275,"Float",63.712135,2019-06-28 17:38:53,2019-06-28 17:38:23,0.053206,0.120552,"T",9.241267,1,"DELTA",0.551039,"SDEV",0.402411,"Val",0.046551
"Cakebread","RuthNorth",1561743563286,70,"TT_ProdRoom",1561743558291,"Float",63.897790,2019-06-28 17:39:23,2019-06-28 17:39:18,0.051727,0.115450,"T",8.687503,1,"DELTA",0.527799,"SDEV",0.399724,"Val",0.072476
"Cakebread","RuthNorth",1561744343530,96,"TT_ProdRoom",1561744318528,"Float",66.008640,2019-06-28 17:52:23,2019-06-28 17:51:58,0.024279,0.054960,"T",7.373324,1,"Val",0.859023,"DELTA",0.081853,"SDEV",0.059125
"Cakebread","RuthNorth",1561744313521,95,"TT_ProdRoom",1561744308526,"Float",65.953680,2019-06-28 17:51:53,2019-06-28 17:51:48,0.024443,0.059040,"T",7.305037,1,"Val",0.835786,"DELTA",0.103233,"SDEV",0.060981
"Cakebread","RuthNorth",1561744373536,97,"TT_ProdRoom",1561744368543,"Float",66.156950,2019-06-28 17:52:53,2019-06-28 17:52:48,0.017459,0.037410,"T",7.255259,1,"Val",0.960879,"DELTA",0.020768,"SDEV",0.018353
"Cakebread","RuthNorth",1561743563286,70,"TT_ProdRoom",1561743553289,"Float",63.869510,2019-06-28 17:39:23,2019-06-28 17:39:13,0.047037,0.107387,"T",7.182019,1,"DELTA",0.534411,"SDEV",0.382590,"Val",0.082998
"Cakebread","RuthNorth",1561744343530,96,"TT_ProdRoom",1561744333533,"Float",66.053470,2019-06-28 17:52:23,2019-06-28 17:52:13,0.019930,0.044830,"T",7.048934,1,"Val",0.925432,"DELTA",0.043061,"SDEV",0.031507
"Cakebread","RuthNorth",1561744373536,97,"TT_ProdRoom",1561744353538,"Float",66.119540,2019-06-28 17:52:53,2019-06-28 17:52:33,0.015319,0.035650,"T",7.005628,1,"Val",0.971745,"DELTA",0.017517,"SDEV",0.010738
"Cakebread","RuthNorth",1561744373536,97,"TT_ProdRoom",1561744363541,"Float",66.131510,2019-06-28 17:52:53,2019-06-28 17:52:43,0.006177,0.011970,"T",6.943322,1,"Val",0.987980,"DELTA",0.008071,"SDEV",0.003949
"Cakebread","RuthNorth",1561744313521,95,"TT_ProdRoom",1561744288520,"Float",65.879790,2019-06-28 17:51:53,2019-06-28 17:51:28,0.024082,0.055630,"T",6.856886,1,"Val",0.846607,"DELTA",0.091453,"SDEV",0.061940
"Cakebread","RuthNorth",1561744373536,97,"TT_ProdRoom",1561744358540,"Float",66.120316,2019-06-28 17:52:53,2019-06-28 17:52:38,0.008728,0.018500,"T",6.836163,1,"Val",0.996328,"DELTA",0.002470,"SDEV",0.001202
"Cakebread","RuthNorth",1561743713340,75,"TT_ProdRoom",1561743683338,"Float",64.385190,2019-06-28 17:41:53,2019-06-28 17:41:23,0.044659,0.097810,"T",6.835944,1,"DELTA",0.444284,"SDEV",0.352938,"Val",0.202778
"Cakebread","RuthNorth",1561744073449,87,"TT_ProdRoom",1561744063452,"Float",65.484410,2019-06-28 17:47:53,2019-06-28 17:47:43,0.032552,0.073960,"T",6.823865,1,"Val",0.634357,"DELTA",0.212530,"SDEV",0.153113
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744113468,"Float",65.599730,2019-06-28 17:48:53,2019-06-28 17:48:33,0.029769,0.068854,"T",6.733358,1,"Val",0.703448,"DELTA",0.176187,"SDEV",0.120365
"Cakebread","RuthNorth",1561743983421,84,"TT_ProdRoom",1561743973425,"Float",65.204720,2019-06-28 17:46:23,2019-06-28 17:46:13,0.036042,0.081440,"T",6.684009,1,"Val",0.511338,"DELTA",0.282049,"SDEV",0.206613
"Cakebread","RuthNorth",1561743833375,79,"TT_ProdRoom",1561743813378,"Float",64.798760,2019-06-28 17:43:53,2019-06-28 17:43:33,0.039757,0.088310,"T",6.418252,1,"DELTA",0.363839,"Val",0.357179,"SDEV",0.278982
"Cakebread","RuthNorth",1561744343530,96,"TT_ProdRoom",1561744313527,"Float",65.969950,2019-06-28 17:52:23,2019-06-28 17:51:53,0.016029,0.037430,"T",6.416101,1,"Val",0.962052,"DELTA",0.023536,"SDEV",0.014412
"Cakebread","RuthNorth",1561743923404,82,"TT_ProdRoom",1561743893401,"Float",65.046906,2019-06-28 17:45:23,2019-06-28 17:44:53,0.035897,0.083026,"T",6.303547,1,"Val",0.468404,"DELTA",0.314872,"SDEV",0.216725
"Cakebread","RuthNorth",1561744313521,95,"TT_ProdRoom",1561744283519,"Float",65.855220,2019-06-28 17:51:53,2019-06-28 17:51:23,0.017387,0.040004,"F",6.035502,1,"Val",0.945558,"DELTA",0.032753,"SDEV",0.021688
"Cakebread","RuthNorth",1561743863386,80,"TT_ProdRoom",1561743833383,"Float",64.884260,2019-06-28 17:44:23,2019-06-28 17:43:53,0.036776,0.084210,"F",6.028620,1,"Val",0.416359,"DELTA",0.341842,"SDEV",0.241799
"Cakebread","RuthNorth",1561744073449,87,"TT_ProdRoom",1561744058451,"Float",65.456960,2019-06-28 17:47:53,2019-06-28 17:47:38,0.028267,0.066690,"F",6.013417,1,"Val",0.704170,"DELTA",0.180019,"SDEV",0.115811
"Cakebread","RuthNorth",1561743833375,79,"TT_ProdRoom",1561743808375,"Float",64.770900,2019-06-28 17:43:53,2019-06-28 17:43:28,0.036653,0.087000,"F",5.914149,1,"DELTA",0.379712,"Val",0.376013,"SDEV",0.244276
"Cakebread","RuthNorth",1561742930332,49,"TT_ProdRoom",1561742908101,"Float",63.774868,2019-06-28 17:28:50,2019-06-28 17:28:28,0.042843,0.099693,"F",5.850656,1,"DELTA",0.544758,"SDEV",0.371131,"Val",0.084111
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744263514,"Float",65.811040,2019-06-28 17:51:23,2019-06-28 17:51:03,0.017642,0.037710,"F",5.827210,1,"Val",0.949432,"DELTA",0.026729,"SDEV",0.023839
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744258511,"Float",65.806140,2019-06-28 17:51:23,2019-06-28 17:50:58,0.016350,0.036110,"F",5.743996,1,"Val",0.959848,"DELTA",0.022583,"SDEV",0.017569
"Cakebread","RuthNorth",1561743683331,74,"TT_ProdRoom",1561743678336,"Float",64.352170,2019-06-28 17:41:23,2019-06-28 17:41:18,0.038965,0.092870,"F",5.683700,1,"DELTA",0.468108,"SDEV",0.298896,"Val",0.232996
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744278517,"Float",65.837330,2019-06-28 17:51:23,2019-06-28 17:51:18,0.011630,0.026290,"F",5.680473,1,"Val",0.992166,"DELTA",0.004840,"SDEV",0.002993
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744108466,"Float",65.582260,2019-06-28 17:48:53,2019-06-28 17:48:28,0.025092,0.052060,"F",5.664512,1,"Val",0.825063,"DELTA",0.089483,"SDEV",0.085453
"Cakebread","RuthNorth",1561743593297,71,"TT_ProdRoom",1561743563296,"Float",63.913803,2019-06-28 17:39:53,2019-06-28 17:39:23,0.042257,0.096268,"F",5.662271,1,"DELTA",0.515145,"SDEV",0.370213,"Val",0.114642
"Cakebread","RuthNorth",1561744013431,85,"TT_ProdRoom",1561744008436,"Float",65.325554,2019-06-28 17:46:53,2019-06-28 17:46:48,0.030792,0.063764,"F",5.640789,1,"Val",0.673272,"DELTA",0.168385,"SDEV",0.158342
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744268514,"Float",65.815216,2019-06-28 17:51:23,2019-06-28 17:51:08,0.013081,0.029506,"F",5.632583,1,"Val",0.985143,"DELTA",0.008888,"SDEV",0.005969
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744073456,"Float",65.485100,2019-06-28 17:48:23,2019-06-28 17:47:53,0.027122,0.057100,"F",5.626863,1,"Val",0.769728,"DELTA",0.120917,"SDEV",0.109356
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744273516,"Float",65.824160,2019-06-28 17:51:23,2019-06-28 17:51:13,0.007641,0.018020,"F",5.615623,1,"Val",0.994375,"DELTA",0.003254,"SDEV",0.002371
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744118469,"Float",65.609795,2019-06-28 17:48:53,2019-06-28 17:48:38,0.021993,0.050179,"F",5.536292,1,"Val",0.862139,"DELTA",0.081067,"SDEV",0.056795
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744248507,"Float",65.773330,2019-06-28 17:50:53,2019-06-28 17:50:48,0.005957,0.013260,"F",5.460953,1,"Val",0.986251,"DELTA",0.008210,"SDEV",0.005540
"Cakebread","RuthNorth",1561744283510,94,"TT_ProdRoom",1561744253508,"Float",65.785710,2019-06-28 17:51:23,2019-06-28 17:50:53,0.009166,0.021756,"F",5.454987,1,"Val",0.996116,"DELTA",0.002518,"SDEV",0.001366
"Cakebread","RuthNorth",1561739487059,89,"TT_ProdRoom",1561739467091,"Float",62.615010,2019-06-28 16:31:27,2019-06-28 16:31:07,0.041669,0.099606,"F",5.453830,1,"DELTA",0.583109,"SDEV",0.370776,"Val",0.046115
"Cakebread","RuthNorth",1561743983421,84,"TT_ProdRoom",1561743968423,"Float",65.185890,2019-06-28 17:46:23,2019-06-28 17:46:08,0.031326,0.068130,"F",5.449384,1,"Val",0.616663,"DELTA",0.211229,"SDEV",0.172109
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744033443,"Float",65.391120,2019-06-28 17:47:23,2019-06-28 17:47:13,0.027035,0.060450,"F",5.432185,1,"Val",0.738675,"DELTA",0.149136,"SDEV",0.112189
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744243505,"Float",65.770030,2019-06-28 17:50:53,2019-06-28 17:50:43,0.008805,0.020930,"F",5.394663,1,"Val",0.996009,"DELTA",0.002503,"SDEV",0.001488
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744238505,"Float",65.763954,2019-06-28 17:50:53,2019-06-28 17:50:38,0.007789,0.015434,"F",5.391882,1,"Val",0.992180,"DELTA",0.005529,"SDEV",0.002291
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744178486,"Float",65.705894,2019-06-28 17:49:53,2019-06-28 17:49:38,0.016203,0.037984,"F",5.386080,1,"Val",0.952194,"DELTA",0.029795,"SDEV",0.018011
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744013438,"Float",65.321710,2019-06-28 17:47:23,2019-06-28 17:46:53,0.028536,0.062234,"F",5.385540,1,"Val",0.702878,"DELTA",0.164131,"SDEV",0.132991
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744198493,"Float",65.715450,2019-06-28 17:50:23,2019-06-28 17:49:58,0.003051,0.007366,"F",5.359921,1,"Val",0.963570,"DELTA",0.020519,"SDEV",0.015911
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744233502,"Float",65.760070,2019-06-28 17:50:53,2019-06-28 17:50:33,0.009154,0.022414,"F",5.356661,1,"Val",0.995914,"DELTA",0.002693,"SDEV",0.001393
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744193492,"Float",65.712730,2019-06-28 17:50:23,2019-06-28 17:49:53,0.003393,0.006836,"F",5.349079,1,"Val",0.963601,"DELTA",0.021982,"SDEV",0.014416
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744203494,"Float",65.721070,2019-06-28 17:50:23,2019-06-28 17:50:03,0.003966,0.008485,"F",5.345229,1,"Val",0.970198,"DELTA",0.017748,"SDEV",0.012054
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744228500,"Float",65.749100,2019-06-28 17:50:53,2019-06-28 17:50:28,0.012209,0.026040,"F",5.341529,1,"Val",0.990857,"DELTA",0.004903,"SDEV",0.004241
"Cakebread","RuthNorth",1561744253502,93,"TT_ProdRoom",1561744223499,"Float",65.748520,2019-06-28 17:50:53,2019-06-28 17:50:23,0.011546,0.025460,"F",5.330159,1,"Val",0.992554,"DELTA",0.004390,"SDEV",0.003056
"Cakebread","RuthNorth",1561742450077,33,"TT_ProdRoom",1561742437956,"Float",63.601440,2019-06-28 17:20:50,2019-06-28 17:20:37,0.042064,0.096350,"F",5.329574,1,"DELTA",0.548491,"SDEV",0.388733,"Val",0.062776
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744213497,"Float",65.723060,2019-06-28 17:50:23,2019-06-28 17:50:13,0.004630,0.011060,"F",5.309772,1,"Val",0.978097,"DELTA",0.012237,"SDEV",0.009666
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744218499,"Float",65.737656,2019-06-28 17:50:23,2019-06-28 17:50:18,0.007404,0.016586,"F",5.287829,1,"Val",0.992651,"DELTA",0.004505,"SDEV",0.002843
"Cakebread","RuthNorth",1561744223494,92,"TT_ProdRoom",1561744208495,"Float",65.726510,2019-06-28 17:50:23,2019-06-28 17:50:08,0.006126,0.013780,"F",5.275417,1,"Val",0.986948,"DELTA",0.007734,"SDEV",0.005318
"Cakebread","RuthNorth",1561743020378,52,"TT_ProdRoom",1561742993126,"Float",64.080090,2019-06-28 17:30:20,2019-06-28 17:29:53,0.040396,0.091156,"F",5.275346,1,"DELTA",0.480686,"SDEV",0.353804,"Val",0.165510
"Cakebread","RuthNorth",1561743983421,84,"TT_ProdRoom",1561743978426,"Float",65.219124,2019-06-28 17:46:23,2019-06-28 17:46:18,0.028734,0.066494,"F",5.266306,1,"Val",0.657387,"DELTA",0.203818,"SDEV",0.138795
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744153480,"Float",65.668740,2019-06-28 17:49:23,2019-06-28 17:49:13,0.016690,0.036935,"F",5.242689,1,"Val",0.951723,"DELTA",0.027241,"SDEV",0.021036
"Cakebread","RuthNorth",1561742357936,30,"TT_ProdRoom",1561742337933,"Float",63.292170,2019-06-28 17:19:17,2019-06-28 17:18:57,0.042662,0.096080,"F",5.210119,1,"DELTA",0.557070,"SDEV",0.412278,"Val",0.030652
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744148478,"Float",65.656075,2019-06-28 17:49:23,2019-06-28 17:49:08,0.016035,0.038565,"F",5.206029,1,"Val",0.949408,"DELTA",0.032799,"SDEV",0.017793
"Cakebread","RuthNorth",1561743713340,75,"TT_ProdRoom",1561743688338,"Float",64.388985,2019-06-28 17:41:53,2019-06-28 17:41:28,0.039142,0.084495,"F",5.191898,1,"DELTA",0.400500,"SDEV",0.331122,"Val",0.268378
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744188489,"Float",65.712585,2019-06-28 17:49:53,2019-06-28 17:49:48,0.007297,0.017219,"F",5.190831,1,"Val",0.992872,"DELTA",0.004067,"SDEV",0.003060
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744158480,"Float",65.672935,2019-06-28 17:49:23,2019-06-28 17:49:18,0.015254,0.033950,"F",5.177664,1,"Val",0.966688,"DELTA",0.019069,"SDEV",0.014244
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744183489,"Float",65.708084,2019-06-28 17:49:53,2019-06-28 17:49:43,0.010726,0.023324,"F",5.163718,1,"Val",0.994796,"DELTA",0.003119,"SDEV",0.002085
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744173485,"Float",65.695366,2019-06-28 17:49:53,2019-06-28 17:49:33,0.012310,0.027456,"F",5.147228,1,"Val",0.988688,"DELTA",0.006693,"SDEV",0.004619
"Cakebread","RuthNorth",1561743743348,76,"TT_ProdRoom",1561743718348,"Float",64.486115,2019-06-28 17:42:23,2019-06-28 17:41:58,0.036608,0.084995,"F",5.136953,1,"DELTA",0.411146,"Val",0.308543,"SDEV",0.280312
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744168484,"Float",65.684760,2019-06-28 17:49:53,2019-06-28 17:49:28,0.007767,0.016850,"F",5.084417,1,"Val",0.993090,"DELTA",0.004453,"SDEV",0.002456
"Cakebread","RuthNorth",1561744193485,91,"TT_ProdRoom",1561744163482,"Float",65.667910,2019-06-28 17:49:53,2019-06-28 17:49:23,0.007236,0.016860,"F",5.025492,1,"Val",0.992242,"DELTA",0.004497,"SDEV",0.003261
"Cakebread","RuthNorth",1561743923404,82,"TT_ProdRoom",1561743898402,"Float",65.054840,2019-06-28 17:45:23,2019-06-28 17:44:58,0.031059,0.067750,"F",5.023342,1,"Val",0.592265,"DELTA",0.225502,"SDEV",0.182233
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744133473,"Float",65.617510,2019-06-28 17:49:23,2019-06-28 17:48:53,0.003434,0.007715,"F",4.982414,1,"Val",0.963612,"DELTA",0.021100,"SDEV",0.015289
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744123470,"Float",65.616390,2019-06-28 17:48:53,2019-06-28 17:48:43,0.014862,0.034130,"F",4.963321,1,"Val",0.966497,"DELTA",0.020375,"SDEV",0.013128
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744143476,"Float",65.638985,2019-06-28 17:49:23,2019-06-28 17:49:03,0.011911,0.025325,"F",4.922048,1,"Val",0.991390,"DELTA",0.004632,"SDEV",0.003979
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744028442,"Float",65.375114,2019-06-28 17:47:23,2019-06-28 17:47:08,0.023518,0.053404,"F",4.903474,1,"Val",0.807512,"DELTA",0.112287,"SDEV",0.080201
"Cakebread","RuthNorth",1561744163476,90,"TT_ProdRoom",1561744138475,"Float",65.631805,2019-06-28 17:49:23,2019-06-28 17:48:58,0.008138,0.018145,"F",4.881636,1,"Val",0.994202,"DELTA",0.003665,"SDEV",0.002134
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744128472,"Float",65.613660,2019-06-28 17:48:53,2019-06-28 17:48:48,0.007296,0.016660,"F",4.826476,1,"Val",0.991842,"DELTA",0.004866,"SDEV",0.003292
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744088459,"Float",65.525560,2019-06-28 17:48:23,2019-06-28 17:48:08,0.017265,0.040460,"F",4.805969,1,"Val",0.930536,"DELTA",0.043001,"SDEV",0.026463
"Cakebread","RuthNorth",1561743863386,80,"TT_ProdRoom",1561743838385,"Float",64.897490,2019-06-28 17:44:23,2019-06-28 17:43:58,0.031371,0.071120,"F",4.786549,1,"Val",0.531629,"DELTA",0.271629,"SDEV",0.196742
"Cakebread","RuthNorth",1561744073449,87,"TT_ProdRoom",1561744053450,"Float",65.428000,2019-06-28 17:47:53,2019-06-28 17:47:33,0.021120,0.047300,"F",4.776431,1,"Val",0.865946,"DELTA",0.076829,"SDEV",0.057225
"Cakebread","RuthNorth",1561744133466,89,"TT_ProdRoom",1561744103465,"Float",65.559616,2019-06-28 17:48:53,2019-06-28 17:48:23,0.015549,0.034056,"F",4.773331,1,"Val",0.962134,"DELTA",0.020979,"SDEV",0.016887
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744078457,"Float",65.499300,2019-06-28 17:48:23,2019-06-28 17:47:58,0.017706,0.042340,"F",4.767258,1,"Val",0.918844,"DELTA",0.051588,"SDEV",0.029568
"Cakebread","RuthNorth",1561743803367,78,"TT_ProdRoom",1561743798372,"Float",64.710450,2019-06-28 17:43:23,2019-06-28 17:43:18,0.032621,0.075906,"F",4.687553,1,"Val",0.443426,"DELTA",0.332351,"SDEV",0.224223
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744093462,"Float",65.530200,2019-06-28 17:48:23,2019-06-28 17:48:13,0.014017,0.030900,"F",4.600245,1,"Val",0.975697,"DELTA",0.013726,"SDEV",0.010577
"Cakebread","RuthNorth",1561743833375,79,"TT_ProdRoom",1561743818379,"Float",64.800050,2019-06-28 17:43:53,2019-06-28 17:43:38,0.032718,0.069800,"F",4.588639,1,"Val",0.500294,"DELTA",0.268753,"SDEV",0.230952
"Cakebread","RuthNorth",1561744013431,85,"TT_ProdRoom",1561743983429,"Float",65.240930,2019-06-28 17:46:53,2019-06-28 17:46:23,0.023243,0.055040,"F",4.514163,1,"Val",0.781871,"DELTA",0.134314,"SDEV",0.083815
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744098463,"Float",65.530876,2019-06-28 17:48:23,2019-06-28 17:48:18,0.008952,0.019266,"F",4.513721,1,"Val",0.994927,"DELTA",0.003360,"SDEV",0.001713
"Cakebread","RuthNorth",1561744103458,88,"TT_ProdRoom",1561744083459,"Float",65.511610,2019-06-28 17:48:23,2019-06-28 17:48:03,0.012968,0.027200,"F",4.488092,1,"Val",0.985555,"DELTA",0.007309,"SDEV",0.007136
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744038445,"Float",65.380700,2019-06-28 17:47:23,2019-06-28 17:47:18,0.018351,0.043030,"F",4.401862,1,"Val",0.903725,"DELTA",0.059351,"SDEV",0.036924
"Cakebread","RuthNorth",1561742450077,33,"TT_ProdRoom",1561742432955,"Float",63.575580,2019-06-28 17:20:50,2019-06-28 17:20:32,0.039041,0.088256,"F",4.353746,1,"DELTA",0.535512,"SDEV",0.392197,"Val",0.072291
"Cakebread","RuthNorth",1561743833375,79,"TT_ProdRoom",1561743803375,"Float",64.730250,2019-06-28 17:43:53,2019-06-28 17:43:23,0.031084,0.071270,"F",4.350967,1,"Val",0.488529,"DELTA",0.300597,"SDEV",0.210874
"Cakebread","RuthNorth",1561744013431,85,"TT_ProdRoom",1561743988429,"Float",65.253784,2019-06-28 17:46:53,2019-06-28 17:46:28,0.021924,0.049064,"F",4.296757,1,"Val",0.830765,"DELTA",0.096841,"SDEV",0.072394
"Cakebread","RuthNorth",1561744013431,85,"TT_ProdRoom",1561744003434,"Float",65.299780,2019-06-28 17:46:53,2019-06-28 17:46:43,0.020505,0.045996,"F",4.293862,1,"Val",0.865189,"DELTA",0.077482,"SDEV",0.057329
"Cakebread","RuthNorth",1561743653314,73,"TT_ProdRoom",1561743628313,"Float",64.138400,2019-06-28 17:40:53,2019-06-28 17:40:28,0.035754,0.082614,"F",4.271152,1,"DELTA",0.458586,"SDEV",0.316425,"Val",0.224989
"Cakebread","RuthNorth",1561743743348,76,"TT_ProdRoom",1561743723349,"Float",64.511960,2019-06-28 17:42:23,2019-06-28 17:42:03,0.032110,0.075370,"F",4.171663,1,"Val",0.392697,"DELTA",0.366251,"SDEV",0.241052
"Cakebread","RuthNorth",1561744073449,87,"TT_ProdRoom",1561744048447,"Float",65.410450,2019-06-28 17:47:53,2019-06-28 17:47:28,0.012473,0.029750,"F",4.154982,1,"Val",0.981260,"DELTA",0.012565,"SDEV",0.006175
"Cakebread","RuthNorth",1561744073449,87,"TT_ProdRoom",1561744043446,"Float",65.390270,2019-06-28 17:47:53,2019-06-28 17:47:23,0.007735,0.016006,"F",4.049159,1,"Val",0.990279,"DELTA",0.006586,"SDEV",0.003135
"Cakebread","RuthNorth",1561744013431,85,"TT_ProdRoom",1561743993431,"Float",65.261790,2019-06-28 17:46:53,2019-06-28 17:46:33,0.018623,0.042666,"F",4.019881,1,"Val",0.894227,"DELTA",0.062965,"SDEV",0.042808
"Cakebread","RuthNorth",1561743683331,74,"TT_ProdRoom",1561743668333,"Float",64.287380,2019-06-28 17:41:23,2019-06-28 17:41:08,0.033161,0.078090,"F",3.990795,1,"DELTA",0.421804,"Val",0.302524,"SDEV",0.275672
"Cakebread","RuthNorth",1561743503270,68,"TT_ProdRoom",1561743493272,"Float",63.644330,2019-06-28 17:38:23,2019-06-28 17:38:13,0.038449,0.082185,"F",3.941581,1,"DELTA",0.490077,"SDEV",0.416166,"Val",0.093757
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744018439,"Float",65.330670,2019-06-28 17:47:23,2019-06-28 17:46:58,0.013603,0.030890,"F",3.918970,1,"Val",0.973299,"DELTA",0.016087,"SDEV",0.010614
"Cakebread","RuthNorth",1561744043440,86,"TT_ProdRoom",1561744023442,"Float",65.348090,2019-06-28 17:47:23,2019-06-28 17:47:03,0.011649,0.026380,"F",3.916092,1,"Val",0.988471,"DELTA",0.007146,"SDEV",0.004384
"Cakebread","RuthNorth",1561742357936,30,"TT_ProdRoom",1561742332933,"Float",63.269455,2019-06-28 17:19:17,2019-06-28 17:18:52,0.038236,0.085345,"F",3.903799,1,"DELTA",0.546920,"SDEV",0.414088,"Val",0.038992
"Cakebread","RuthNorth",1561743833375,79,"TT_ProdRoom",1561743828384,"Float",64.858360,2019-06-28 17:43:53,2019-06-28 17:43:48,0.028036,0.059600,"F",3.898852,1,"Val",0.626610,"DELTA",0.199064,"SDEV",0.174326
"Cakebread","RuthNorth",1561743743348,76,"TT_ProdRoom",1561743713346,"Float",64.463646,2019-06-28 17:42:23,2019-06-28 17:41:53,0.032729,0.070636,"F",3.875596,1,"Val",0.397219,"DELTA",0.329087,"SDEV",0.273693
"Cakebread","RuthNorth",1561743020378,52,"TT_ProdRoom",1561742998127,"Float",64.064640,2019-06-28 17:30:20,2019-06-28 17:29:58,0.035352,0.078430,"F",3.864813,1,"DELTA",0.440720,"SDEV",0.339178,"Val",0.220103
"Cakebread","RuthNorth",1561742990361,51,"TT_ProdRoom",1561742983122,"Float",64.001660,2019-06-28 17:29:50,2019-06-28 17:29:43,0.036092,0.078572,"F",3.860497,1,"DELTA",0.443381,"SDEV",0.359083,"Val",0.197535
"Cakebread","RuthNorth",1561742990361,51,"TT_ProdRoom",1561742978121,"Float",63.988934,2019-06-28 17:29:50,2019-06-28 17:29:38,0.035046,0.079624,"F",3.800102,1,"DELTA",0.466922,"SDEV",0.336906,"Val",0.196172
"Cakebread","RuthNorth",1561743653314,73,"TT_ProdRoom",1561743623312,"Float",64.112946,2019-06-28 17:40:53,2019-06-28 17:40:23,0.034004,0.078186,"F",3.789945,1,"DELTA",0.445642,"SDEV",0.311077,"Val",0.243282
